"","id","participantID","created_at","age","nativeLanguage","gender","education","city","country","section","cue","R1Raw","R2Raw","R3Raw","R1","R2","R3"
"3342",119075,10133,"2011-12-12 17:24:12",41,"United States","Fe",NA,"","United States","seed","case","Lawsuit","Tort","Briefcase","lawsuit","tort","briefcase"
"3343",119084,10133,"2011-12-12 17:24:12",41,"United States","Fe",NA,"","United States","seed","county","Government","Division","Rural","government","division","rural"
"3344",119093,10133,"2011-12-12 17:24:12",41,"United States","Fe",NA,"","United States","seed","radio","Music","Satellite","Talk","music","satellite","talk"
"3345",119102,10133,"2011-12-12 17:24:12",41,"United States","Fe",NA,"","United States","seed","finance","Money","Debt","Business","money","debt","business"
"3346",119116,10133,"2011-12-12 17:24:12",41,"United States","Fe",NA,"","United States","seed","brother","Sister","Buddy","Family","sister","buddy","family"
"3347",119125,10133,"2011-12-12 17:24:12",41,"United States","Fe",NA,"","United States","seed","left","Right","West","Southpaw ","right","West","southpaw"
"3348",118934,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","final","end","test","finish","end","test","finish"
"3349",118956,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","last","end","shoe","finish","end","shoe","finish"
"3350",118967,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","exist","live","is","being","live","is","being"
"3351",118981,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","improve","better","progress","school","better","progress","school"
"3352",118992,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","lad","child","Scotland","lass","child","Scotland","lass"
"3353",119001,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","lunch","eat","sustinance","food","eat","sustenance","food"
"3354",119009,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","leg","amputate","limb","table","amputate","limb","table"
"3355",119014,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","pound","England","weight","hammer","England","weight","hammer"
"3356",119023,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","near","far","close","sighted","far","close","sighted"
"3357",119031,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","reason","think","logic","excuse","think","logic","excuse"
"3358",119038,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","so","what","therefore","be it","what","therefore","be it"
"3359",119044,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","guy","gal","and Dolls","male","gal","and dolls","male"
"3360",119055,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","pull","push","me-push-you","drag","push","me-push-you","drag"
"3361",119057,10132,"2011-12-12 17:22:16",63,"United States","Fe",NA,"Graham","United States","seed","may","I","month","permission","I","month","permission"
"3362",118897,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","reason","logic","argument","excuse","logic","argument","excuse"
"3363",118909,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","previous","prior","before","antecedent","prior","before","antecedent"
"3364",118916,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","nice","good","pleasant","simple","good","pleasant","simple"
"3365",118935,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","but","other","or","in addition","other","or","in addition"
"3366",118946,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","paragraph","section","new thought","separation","section","new thought","separation"
"3367",118953,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","Christmas","Jesus","holyday","carols","Jesus","holiday","carols"
"3368",118976,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","report","presentation","paper","inform","presentation","paper","inform"
"3369",118997,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","experience","history","age","No more responses","history","age","No more responses"
"3370",119003,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","part","section","segment","not whole","section","segment","not whole"
"3371",119010,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","fight","war","argument","debate","war","argument","debate"
"3372",119022,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","unless","instead","No more responses","No more responses","instead","No more responses","No more responses"
"3373",119048,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","benefit","improvement","additional result","No more responses","improvement","additional result","No more responses"
"3374",119054,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","tea","coffee","iced","pot","coffee","iced","pot"
"3375",119059,10129,"2011-12-12 17:21:48",60,"Canada","Fe",NA,"New York","United States","seed","economy","unemployment","lackluster","a mess","unemployment","lackluster","a mess"
"3376",118892,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","Christmas","white","joyous","Chanukah","white","joyous","Chanukah"
"3377",118908,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","piece","of pie","peace","performance","of pie","peace","performance"
"3378",118914,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","score","tie","win","lose","tie","win","lose"
"3379",118922,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","per","each","diem","se","each","Diem","se"
"3380",118938,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","for","four","from","price","four","from","price"
"3381",118959,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","never","ever","doom","spell","ever","doom","spell"
"3382",118966,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","either","either","or","whichever","either","or","whichever"
"3383",118980,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","question","answer","query","authority","answer","query","authority"
"3384",118988,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","tie","score","cravat","bind","score","cravat","bind"
"3385",119000,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","bit","ouch","byte","fragment","ouch","byte","fragment"
"3386",119007,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","photograph","pose","keepsake","baby","pose","keepsake","baby"
"3387",119012,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","resource","goods","source","water","goods","source","water"
"3388",119021,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","roll","bun","tumble","wad","bun","tumble","wad"
"3389",119028,10128,"2011-12-12 17:21:31",65,"United States","Fe",NA,"Pioneer","United States","seed","afternoon","evening","day","hi","evening","day","hi"
"3390",118880,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","one","singular","two","life","singular","two","life"
"3391",118890,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","experience","work","life","breath-taking","work","life","breath-taking"
"3392",118896,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","finance","laws","home","world","laws","home","world"
"3393",118907,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","standard","deviation","grading","and poor's","deviation","grading","and poor's"
"3394",118924,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","staff","room","faculty","stick","room","faculty","stick"
"3395",118931,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","brother","sister","printer","monk","sister","printer","monk"
"3396",118937,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","number","phone","value","count","phone","value","count"
"3397",118945,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","together","forever","me and you","we","forever","me and you","we"
"3398",118951,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","but","wait","and","what now","wait","and","what now"
"3399",118958,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","date","due","day","calendar","due","day","calendar"
"3400",118963,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","almost","there","home","but not quite","there","home","but not quite"
"3401",118970,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","mind","brain","thought","map","brain","thought","map"
"3402",118977,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","end","beginning","notes","time","beginning","notes","time"
"3403",118978,10127,"2011-12-12 17:21:14",34,"United States","Ma",NA,"New Baltimore","United States","seed","try","again","harder","attempt","again","harder","attempt"
"3404",118877,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","a","apple","ardeur","afghan","apple","Ardene","Afghan"
"3405",118895,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","window","glass","see","open","glass","see","open"
"3406",118906,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","tax","pay","income","property","pay","income","property"
"3407",118915,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","lunch","meal","eat","soup","meal","eat","soup"
"3408",118940,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","night","dark","dark","moon","dark","dark","moon"
"3409",118950,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","report","paper","type","create","paper","type","create"
"3410",118964,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","previous","next","future","prior","next","future","prior"
"3411",118974,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","tea","coffee","milk","honey","coffee","milk","honey"
"3412",118984,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","ought","should","not","can't","should","not","can't"
"3413",118993,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","h","how","happy","honey","how","happy","honey"
"3414",119008,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","wind","leaves","mph","wind chill","leaves","mph","wind chill"
"3415",119016,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","compute","add","understand","learn","add","understand","learn"
"3416",119027,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","near","far","close","behind","far","close","behind"
"3417",119029,10126,"2011-12-12 17:21:06",55,"United States","Fe",NA,"Neapolis","United States","seed","three","four","five","six","four","five","six"
"3418",118939,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","time","dimension","measure","No more responses","dimension","measure","No more responses"
"3419",118960,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","away","out","gone","distant","out","gone","distant"
"3420",118982,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","either","this or that","one or the other","No more responses","this or that","one or the other","No more responses"
"3421",119013,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","rule","govern","law","No more responses","govern","law","No more responses"
"3422",119032,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","photograph","picture","record","No more responses","picture","record","No more responses"
"3423",119050,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","likely","probably","generally","No more responses","probably","generally","No more responses"
"3424",119063,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","some","a few","a bit","less than several","a few","a bit","less than several"
"3425",119070,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","eleven","10 plus 1","No more responses","No more responses","10 plus 1","No more responses","No more responses"
"3426",119100,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","obvious","transparent","blatant","No more responses","transparent","blatant","No more responses"
"3427",119113,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","enter","go into","apply","No more responses","go into","apply","No more responses"
"3428",119122,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","major","grand","significant","large","grand","significant","large"
"3429",119133,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","together","united","with one another","composed","united","with one another","composed"
"3430",119141,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","lunch","meal","dine","eat","meal","dine","eat"
"3431",119178,10124,"2011-12-12 17:20:41",67,"Canada","Ma",NA,"Norristown","United States","seed","way","direction","possibility","far","direction","possibility","far"
"3432",118853,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","some","what","one","where","what","one","where"
"3433",118859,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","bill","board","pay","name","board","pay","name"
"3434",118864,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","date","book","love","calendar","book","love","calendar"
"3435",118875,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","interest","compount","slight","like","compound","slight","like"
"3436",118883,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","grow","up","raise","farm","up","raise","farm"
"3437",118893,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","husband","wife","man","spouse","wife","man","spouse"
"3438",118905,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","section","cut","portion","area","cut","portion","area"
"3439",118920,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","through","finished","between","end","finished","between","end"
"3440",118942,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","d","Dee (name)","4th letter","desert","Dee","4th letter","desert"
"3441",118961,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","separate","split","different","cut up","split","different","cut up"
"3442",118969,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","now","then","present","later","then","present","later"
"3443",118986,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","upon","on","lying","No more responses","on","lying","No more responses"
"3444",118996,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","county","city","side","song","city","side","song"
"3445",119002,10123,"2011-12-12 17:20:33",66,"United States","Fe",NA,"Toledo","United States","seed","final","last","end","test","last","end","test"
"3446",118849,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","purpose","task","choice","deliberate","task","choice","deliberate"
"3447",118873,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","story","book","fiction","writing","book","fiction","writing"
"3448",118891,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","major","minor","big","important","minor","big","important"
"3449",118947,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","test","outcome","right","challenge","outcome","right","challenge"
"3450",118979,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","date","calendar","appointment","fig","calendar","appointment","fig"
"3451",119004,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","window","view","glass","stained","view","glass","stained"
"3452",119020,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","realise","awareness","truth","manifest","awareness","truth","manifest"
"3453",119035,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","afford","opportunity","generosity","money","opportunity","generosity","money"
"3454",119051,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","research","grant","history","environment","grant","history","environment"
"3455",119078,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","state","position ","government","heart","position","government","heart"
"3456",119106,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","maybe","unknown","speculate","unlikely","unknown","speculate","unlikely"
"3457",119111,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","sell","buy","purge","sale","buy","purge","sale"
"3458",119142,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","sick","tired","weak","medicine","tired","weak","medicine"
"3459",119153,10122,"2011-12-12 17:19:19",55,"Canada","Fe",NA,"Chilliwack","Canada","seed","easy","cheap","lazy","happy","cheap","lazy","happy"
"3460",118832,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","produce","fulfil","vegetables","deliver","fulfill","vegetables","deliver"
"3461",118839,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","food","clothing","sustainance","eat","clothing","sustenance","eat"
"3462",118845,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","bit","byte","dog","item","byte","dog","item"
"3463",118852,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","pull","push","door","instruction","push","door","instruction"
"3464",118862,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","card","table","Ace","carboard","table","ace","cardboard"
"3465",118868,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","music","score","guitar","song","score","guitar","song"
"3466",118876,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","appear","reveal","seem","arrive","reveal","seem","arrive"
"3467",118886,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","mind","thought","rational","cerebral","thought","rational","cerebral"
"3468",118894,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","confer","converse","collaborate","discuss","converse","collaborate","discuss"
"3469",118904,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","moment","inertia","time","pause","inertia","time","pause"
"3470",118912,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","tie","neck","even","shoe","neck","even","shoe"
"3471",118928,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","three","fathers","number","elven","fathers","number","elven"
"3472",118941,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","staff","rod","walkingstick","employees","rod","walking stick","employees"
"3473",118954,10121,"2011-12-12 17:19:07",54,"United States","Fe",NA,"Seattle","United States","seed","lord","vassal","house","Whimsey","vassal","house","Whimsy"
"3474",118819,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","month","day ","year","postcard","day","year","postcard"
"3475",118831,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","same","different","conditional","story","different","conditional","story"
"3476",118841,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","language","spoken","written","golly","spoken","written","golly"
"3477",118847,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","staff","pike","people","work","pike","people","work"
"3478",118855,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","around","and around","merry go round","hand out","and around","merry go round","hand out"
"3479",118863,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","forget","remember","don't know","maybe","remember","don't know","maybe"
"3480",118869,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","leg","arm","buy","fake","arm","buy","fake"
"3481",118872,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","for","against","together","gone","against","together","gone"
"3482",118881,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","pressure","tires","stress","water","tires","stress","water"
"3483",118889,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","appear","disappear","magic","image","disappear","magic","image"
"3484",118903,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","lead","follow","pencil","instrument","follow","pencil","instrument"
"3485",118918,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","very","quite","interesting","lots","quite","interesting","lots"
"3486",118929,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","goodbye","so long","have fun","meet again","so long","have fun","meet again"
"3487",118949,10120,"2011-12-12 17:18:57",72,"United States","Fe",NA,"Wewahitchka","United States","seed","extra","read all about it","special","more","read all about it","special","more"
"3488",118821,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","colour","red","hue","shade","red","hue","shade"
"3489",118830,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","reason","belief","logic","think","belief","logic","think"
"3490",118838,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","many","several","copious","multitude","several","copious","multitude"
"3491",118851,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","within","inside","surrounded","protected","inside","surrounded","protected"
"3492",118857,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","pence","money","penny","copper","money","penny","copper"
"3493",118861,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","part","section","many","service","section","many","service"
"3494",118871,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","stupid","crazy","dumb","sliiy","crazy","dumb","slimy"
"3495",118888,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","yet","soon","future","until","soon","future","until"
"3496",118899,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","bit","byte","little","horse","byte","little","horse"
"3497",118917,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","appear","disappear","materialize","approach","disappear","materialize","approach"
"3498",118932,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","date","calendar","outing","weekly","calendar","outing","weekly"
"3499",118948,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","another","several","in addition","additional","several","in addition","additional"
"3500",118957,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","court","superior","district","lawyers","superior","district","lawyers"
"3501",118965,10119,"2011-12-12 17:18:49",61,"United States","Fe",NA,"Hingham","United States","seed","team","several","group","consensus","several","group","consensus"
"3502",118805,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","club","sun","sea","palm","sun","sea","palm"
"3503",118814,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","what","why","how","where","why","how","where"
"3504",118826,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","early","late","sun","breakfast","late","sun","breakfast"
"3505",118836,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","but","why","goat","fur","why","goat","fur"
"3506",118842,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","some","many","few","number","many","few","number"
"3507",118848,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","together","apart","many","people","apart","many","people"
"3508",118854,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","price","dollars","expensive","present","dollars","expensive","present"
"3509",118860,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","note","paper","music","tune","paper","music","tune"
"3510",118867,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","bill","dollar","green","mail","dollar","green","mail"
"3511",118874,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","another","more","many","two","more","many","two"
"3512",118884,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","machine","metal","noise","dark","metal","noise","dark"
"3513",118898,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","family","happy","together","join","happy","together","join"
"3514",118910,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","d","e","music","note","e","music","note"
"3515",118923,10118,"2011-12-12 17:18:25",55,"New Zealand","Ma",NA,"New Plymouth","New Zealand","seed","busy","angry","time","money","angry","time","money"
"3516",118804,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","structure","building","framework","grammar","building","framework","grammar"
"3517",118858,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","left","leave behind","gone away","opposite of right","leave behind","gone away","opposite of right"
"3518",118968,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","necessary","vital","important","cannot be without","vital","important","cannot be without"
"3519",119015,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","which","choice of","relating to","option","choice of","relating to","option"
"3520",119034,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","divide","separate","split","part","separate","split","part"
"3521",119062,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","laugh","joy","happiness","chuckle","joy","happiness","chuckle"
"3522",119089,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","organize","rationalise","create order","arrange","rationalist","create order","arrange"
"3523",119101,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","positive","sure","certain","not negative","sure","certain","not negative"
"3524",119126,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","next","subsequent","following","forthcoming","subsequent","following","forthcoming"
"3525",119149,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","without","lacking","missing","not having","lacking","missing","not having"
"3526",119171,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","bank","cash repository","rely on","riverside","cash repository","rely on","Riverside"
"3527",119235,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","speed","movement","velocity","rapidity","movement","velocity","rapidity"
"3528",119275,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","tea","beverage","light evening meal","leafy plant","beverage","light evening meal","leafy plant"
"3529",119309,10115,"2011-12-12 17:16:29",67,"Ireland","Ma",NA,"Tralee","Ireland","seed","stop","terminate","desist","halt","terminate","desist","halt"
"3530",118729,10113,"2011-12-12 17:15:36",48,"United States","Ma",NA,"Raleigh","United States","seed","Sunday","Church","sabbath","football","church","sabbath","football"
"3531",118739,10113,"2011-12-12 17:15:36",48,"United States","Ma",NA,"Raleigh","United States","seed","wood","tree","paper","forest","tree","paper","forest"
"3532",118759,10113,"2011-12-12 17:15:36",48,"United States","Ma",NA,"Raleigh","United States","seed","sale","discount","bargain","event","discount","bargain","event"
