"","cue","coverage","H","unknown","N"
"1497","calendar",97,2.86789923396122,0,100
"1498","calender",97.9381443298969,2.57391993747224,3,100
"1499","calf",95.8333333333333,1.63124228167719,4,100
"1500","California",84,3.68885164220957,0,100
"1501","call",95,2.70843069787125,0,100
"1502","calling",84.8484848484848,3.30624602539823,1,100
"1503","callous",88.2352941176471,3.32443958884075,15,100
"1504","calm",93.9393939393939,3.54678945973365,1,100
"1505","calming",88,3.34171584665302,0,100
"1506","calmness",90.9090909090909,3.37507804236175,1,100
"1507","calorie",89,2.87210274271576,0,100
"1508","calories",95,2.69741045159775,0,100
"1509","came",70.7070707070707,2.68994943816024,1,100
"1510","camel",87.8787878787879,2.87357745652697,1,100
"1511","camera",94.9494949494949,2.83302744018469,1,100
"1512","camouflage",92.9292929292929,2.84653766902515,1,100
"1513","camp",88.659793814433,3.20341575879675,3,100
"1514","campaign",94.8453608247423,3.41431900878205,3,100
"1515","camper",80,2.96150959674083,0,100
"1516","campfire",83,3.84939325912993,0,100
"1517","camping",92.9292929292929,2.85043133168731,1,100
"1518","campus",95.9183673469388,2.1579557392721,2,100
"1519","can",90,2.88839472362588,0,100
"1520","Canada",79.7979797979798,3.66798550254581,1,100
"1521","Canadian",71,3.62874746706187,0,100
"1522","canal",86.8686868686869,2.96120445407208,1,100
"1523","canary",93.8775510204082,1.57937922063689,2,100
"1524","cancel",91.9191919191919,3.33102903475355,1,100
"1525","cancer",84.8484848484848,3.3270508373454,1,100
"1526","candid",92.8571428571429,2.9676820220391,2,100
"1527","candidate",90.8163265306122,2.98632686607741,2,100
"1528","candle",94.9494949494949,2.23237156819599,1,100
"1529","candles",87,2.97613521104268,0,100
"1530","candy",93.9393939393939,2.60557776881304,1,100
"1531","candy bar",82,2.4397097562926,0,100
"1532","candy cane",92.8571428571429,2.7412532776013,2,100
"1533","cane",96.9387755102041,2.78774654450919,2,100
"1534","canine",96.9072164948454,1.15717784148326,3,100
"1535","canister",90.1098901098901,3.1115659934028,9,100
"1536","cannabis",93.8775510204082,2.18970421888609,2,100
"1537","cannibal",68,3.58718825915628,0,100
"1538","cannon",96,2.91090714911043,0,100
"1539","cannot",84.375,3.16291321122276,4,100
"1540","canoe",92.9292929292929,2.60579959281722,1,100
"1541","canon",91,3.65998346897585,0,100
"1542","cans",81,3.38860521986355,0,100
"1543","can't",94,2.73708213709687,0,100
"1544","cantaloupe",93.3333333333333,1.93153851664474,10,100
"1545","canteen",91.9191919191919,2.9902848447669,1,100
"1546","canvas",97.979797979798,2.37598331359135,1,100
"1547","canvass",91.7525773195876,3.00043376219928,3,100
"1548","canyon",94.9494949494949,2.98069340867118,1,100
"1549","cap",95.9183673469388,1.85877387059985,2,100
"1550","capability",95.8762886597938,3.15712228252618,3,100
"1551","capable",95.8762886597938,3.03768071247595,3,100
"1552","capacity",90,3.44197538201399,0,100
"1553","cape",88.7755102040816,3.40449506509926,2,100
"1554","capita",98.8372093023256,2.52400841585755,14,100
"1555","capital",88,2.97019019613543,0,100
"1556","capitalism",87.6288659793814,2.77138915379324,3,100
"1557","capitalist",93.9393939393939,3.09434428157091,1,100
"1558","capitol",89.3617021276596,3.26889198216745,6,100
"1559","capitulate",87.8048780487805,3.13525185927583,18,100
"1560","Capricorn",82.6530612244898,3.0494382834698,2,100
"1561","capsule",96,2.33446893864331,0,100
"1562","captain",86,2.87447935431035,0,100
"1563","caption",88.659793814433,3.45945056430837,3,100
"1564","captive",90.9090909090909,2.71488479956747,1,100
"1565","captivity",91.7525773195876,3.07532067971625,3,100
"1566","capture",95,3.78477844016301,0,100
"1567","car",95,3.31535993872308,0,100
"1568","caramel",89,2.94125396196242,0,100
"1569","caravan",79.5918367346939,3.75836809541359,2,100
"1570","carbohydrate",89.8989898989899,2.99171000501964,1,100
"1571","carbon",90.9090909090909,3.12063237337839,1,100
"1572","carbonation",90.3225806451613,2.93606787919809,7,100
"1573","carbon dioxide",75,3.47227702586803,0,100
"1574","card",95,3.49801572332221,0,100
"1575","cardboard",91.7525773195876,1.78542194795993,3,100
"1576","cardiac",97,0.991878474738675,0,100
"1577","cardigan",94.9494949494949,2.0363654388645,1,100
"1578","cardinal",85.8585858585859,3.07584181097511,1,100
"1579","cards",89.8989898989899,2.89486200605351,1,100
"1580","care",96.9387755102041,3.66557538266156,2,100
"1581","career",95,2.04571745906246,0,100
"1582","carefree",77.0833333333333,3.67098131228431,4,100
"1583","careful",96.875,3.36610432123794,4,100
"1584","carefully",83.3333333333333,3.96720749543644,4,100
"1585","caregiver",87.5,2.93733446472096,4,100
"1586","careless",93,3.90582728863251,0,100
"1587","caress",98.9795918367347,2.66014168900086,2,100
"1588","cargo",96.9387755102041,2.84357127653647,2,100
"1589","Caribbean",92,2.99441771613608,0,100
"1590","caribou",92.3913043478261,2.55989226581081,8,100
"1591","caring",99,3.04087032387246,0,100
"1592","carnage",88.2978723404255,3.3222965282391,6,100
"1593","carnival",82.8282828282828,3.27890910416145,1,100
"1594","carnivore",87,1.90054208141874,0,100
"1595","carp",85.2631578947368,1.49596403864177,5,100
"1596","carpenter",96.969696969697,2.48953443886441,1,100
"1597","carpentry",96.969696969697,2.60550662274916,1,100
"1598","carpet",92.9292929292929,2.60647832130569,1,100
"1599","carpeting",84.375,3.09155222640148,4,100
"1600","carriage",95.959595959596,2.84906055183135,1,100
"1601","carried",70.4081632653061,3.45558559677292,2,100
"1602","carrier",94.8979591836735,3.06689657220229,2,100
"1603","carrion",92.4050632911392,3.07191758794652,21,100
"1604","carrot",97.9591836734694,2.56502627018056,2,100
"1605","carrots",98,2.34504602733714,0,100
"1606","carry",96.969696969697,2.87478860761464,1,100
"1607","carrying",88,3.29284751323852,0,100
"1608","carry on",83,3.44989404828333,0,100
"1609","carry out",84.5360824742268,3.41731846383743,3,100
"1610","cars",81,3.58338810409732,0,100
"1611","cart",90.7216494845361,2.92137060328976,3,100
"1612","cartography",94.5652173913043,1.55766739850961,8,100
"1613","carton",96.875,1.99068491617929,4,100
"1614","cartoon",78,3.55672812720202,0,100
"1615","cartoons",66,3.55207572649912,0,100
"1616","carving",89.8989898989899,2.45505566875099,1,100
"1617","cascade",93.9393939393939,2.00393711143497,1,100
"1618","case",94,3.29136598271803,0,100
"1619","cash",94,1.37857318618341,0,100
"1620","cashew",98.9583333333333,0.854540086381468,4,100
"1621","cashier",94,2.80686184499522,0,100
"1622","cash register",92.9292929292929,2.49634339304035,1,100
"1623","casino",84,2.69304728184859,0,100
"1624","casket",95.8333333333333,2.36147123506361,4,100
"1625","cassette",99,1.59362966258137,0,100
"1626","cast",86.8686868686869,3.57508837649099,1,100
"1627","casting",83,3.51811608308148,0,100
"1628","castle",91,3.61520418674605,0,100
"1629","casual",94,3.42156358852359,0,100
"1630","cat",93,2.3198468555069,0,100
"1631","catalog",81,3.52764628928515,0,100
"1632","catalyst",81.25,3.58246058248634,4,100
"1633","catapult",75.2577319587629,3.62786125779279,3,100
"1634","cataract",97.8723404255319,2.24510025787233,6,100
"1635","catastrophe",90.9090909090909,2.73598754199056,1,100
"1636","catch",91,2.98355517142788,0,100
"1637","catcher",81.8181818181818,2.56115922402768,1,100
"1638","catchy",89.6907216494845,2.93005984848455,3,100
"1639","categorize",82.8282828282828,3.45400946290826,1,100
"1640","category",90.7216494845361,3.86964244890523,3,100
"1641","caterpillar",93,3.14412680988792,0,100
"1642","catfish",79.7979797979798,3.70859600906375,1,100
"1643","cathedral",89.7959183673469,2.25964311372619,2,100
"1644","catholic",96.969696969697,2.65355270137338,1,100
"1645","catholicism",88.8888888888889,2.84924840287347,1,100
"1646","cats",92,3.06050528268237,0,100
"1647","catsup",94.1176470588235,1.8732439164972,32,100
"1648","cattle",80.8080808080808,2.61227092816434,1,100
"1649","catwalk",85,2.59047077007048,0,100
"1650","caught",84.8484848484848,3.61481881700514,1,100
"1651","cauliflower",92.8571428571429,2.55079338219929,2,100
"1652","cause",90,2.54561790394002,0,100
"1653","caustic",75.5813953488372,3.34934628828978,14,100
"1654","caution",93.8144329896907,3.16516326390825,3,100
"1655","cautious",94.8979591836735,2.72269638590461,2,100
"1656","cave",81.8181818181818,3.31018344434487,1,100
"1657","caveman",83,3.17707417670809,0,100
"1658","cavern",88.0434782608696,1.7057809819324,8,100
"1659","cavity",94.8453608247423,2.19126964929055,3,100
"1660","CD",82,2.68531126652746,0,100
"1661","cease",71,1.735734422536,0,100
"1662","cedar",91.9191919191919,1.98577016422789,1,100
"1663","ceiling",95,2.69722447906605,0,100
"1664","celebrate",90,2.47303144992051,0,100
"1665","celebration",94,1.80659436366053,0,100
"1666","celebrity",87.8787878787879,2.90849700977643,1,100
"1667","celery",96,2.79115329711573,0,100
"1668","celestial",88.2978723404255,2.89444620102816,6,100
"1669","celibacy",73.469387755102,3.25500462279648,2,100
"1670","cell",95,2.61657850101412,0,100
"1671","cellar",97.979797979798,2.33769874644909,1,100
"1672","cello",93.75,2.52621536748265,4,100
"1673","cellphone",86,3.31772702177339,0,100
"1674","cells",79,3.39347959999453,0,100
"1675","cellular",87.5,3.06987714698073,4,100
"1676","Celsius",95,1.99260378922763,0,100
"1677","Celtic",82.2916666666667,2.96065536066093,4,100
"1678","cement",95.959595959596,3.1151758366332,1,100
"1679","cemetery",96.969696969697,2.51997197348431,1,100
"1680","censor",87.7551020408163,4.22310745063267,2,100
"1681","censorship",81,4.20741406734298,0,100
"1682","cent",94,2.28171321934637,0,100
"1683","center",95.959595959596,2.47228578603765,1,100
"1684","centered",86,2.95924628464119,0,100
"1685","centimeter",85.7142857142857,2.89389577258108,2,100
"1686","centipede",81.4432989690722,2.68731280812352,3,100
"1687","central",92.8571428571429,3.12703543974294,2,100
"1688","cents",91,2.2472709564931,0,100
"1689","century",72.7272727272727,3.11376550297939,1,100
"1690","CEO",85.8585858585859,3.4226641114496,1,100
"1691","ceramic",96,3.02253403021169,0,100
"1692","ceramics",94,2.62568032646406,0,100
"1693","cereal",95.9183673469388,2.87893216455485,2,100
"1694","cereals",86.8686868686869,2.60947533005337,1,100
"1695","cerebral",92.7835051546392,2.04615409428145,3,100
"1696","ceremony",89.7959183673469,3.10194414569448,2,100
"1697","certain",96,2.16846477799358,0,100
"1698","certainly",94.7916666666667,2.89975034064079,4,100
"1699","certainty",90.5263157894737,3.22882221935615,5,100
"1700","certificate",93.8144329896907,3.1325293386984,3,100
"1701","certified",75.5102040816327,3.70132539565268,2,100
"1702","certify",85,3.72217048584021,0,100
"1703","chain",92,3.13818309406005,0,100
"1704","chains",80.8080808080808,3.61400749942487,1,100
"1705","chainsaw",92.8571428571429,2.88745919018179,2,100
"1706","chair",94.9494949494949,2.4781390049409,1,100
"1707","chairman",81.8181818181818,3.02159447939749,1,100
"1708","chairperson",94.8979591836735,3.26229089284038,2,100
"1709","chairwoman",91.3978494623656,3.45628741661901,7,100
"1710","chalk",97,2.45391119878301,0,100
"1711","chalkboard",97.9381443298969,2.55009007513952,3,100
"1712","challenge",94.7916666666667,3.61944402389468,4,100
"1713","challenging",98.989898989899,2.51854186597499,1,100
"1714","chamber",95.9183673469388,2.84137850247818,2,100
"1715","chameleon",95.8762886597938,2.63680082426734,3,100
"1716","champagne",93.9393939393939,3.06726463408921,1,100
"1717","champion",95,2.98849646825651,0,100
"1718","championship",92,3.24577697227514,0,100
"1719","chance",95,3.34171699089465,0,100
"1720","chances",77.7777777777778,3.22501404287485,1,100
"1721","change",93,3.51803382861823,0,100
"1722","changeable",77,3.18826745033521,0,100
"1723","changing",62,3.73164967575213,0,100
"1724","channel",82.8282828282828,3.00603713703339,1,100
"1725","chant",83.6734693877551,3.11911282234202,2,100
"1726","chanting",86.8686868686869,3.14566917819153,1,100
"1727","chaos",95.8762886597938,3.78389228223802,3,100
"1728","chaotic",88.8888888888889,3.55340947801879,1,100
"1729","chap",91.9191919191919,3.07918178293032,1,100
"1730","chapel",94,1.69613613870102,0,100
"1731","chaps",74.7126436781609,3.25234464102877,13,100
"1732","chapter",97,1.44099812086675,0,100
"1733","character",93.9393939393939,3.50002812536548,1,100
"1734","characteristic",89.7959183673469,3.41177065168657,2,100
"1735","charade",90.5263157894737,2.89908382327025,5,100
"1736","charcoal",91.7525773195876,3.05488125636279,3,100
"1737","charge",85,3.68548214016003,0,100
"1738","charged",81,3.37135375450301,0,100
"1739","charisma",86,3.35986246355354,0,100
"1740","charismatic",85,3.75872616751347,0,100
"1741","charitable",89.6907216494845,3.09132480939253,3,100
"1742","charity",91.9191919191919,3.48613726284309,1,100
"1743","charm",94.7916666666667,3.68268764765556,4,100
"1744","charming",91.8367346938776,3.10628467336221,2,100
"1745","charred",87,2.18522536035799,0,100
"1746","chart",90.9090909090909,2.92194449689476,1,100
"1747","chase",95.8333333333333,3.06556458995549,4,100
"1748","chaser",95.7894736842105,3.61790438472422,5,100
"1749","chasm",87.9120879120879,3.39221938726374,9,100
"1750","chaste",87.2093023255814,2.89504225399376,14,100
"1751","chastise",76.6666666666667,3.52112695918969,10,100
"1752","chastity",90.625,2.98546754987545,4,100
"1753","chat",91,2.39186650144264,0,100
"1754","chatter",87.6288659793814,2.66512493614324,3,100
"1755","chatting",89,2.66506188025495,0,100
"1756","chatty",79.3814432989691,2.62382077459102,3,100
"1757","chauffeur",93.75,2.11395183650399,4,100
"1758","cheap",82.8282828282828,3.71880496014317,1,100
"1759","cheapskate",76.3440860215054,3.52940619803188,7,100
"1760","cheat",96.9072164948454,3.09638376108033,3,100
"1761","cheater",85,3.69602961406299,0,100
"1762","cheating",90,3.5612266945968,0,100
"1763","check",92,3.67685167798647,0,100
"1764","checkbook",88.7755102040816,2.76287712714762,2,100
"1765","checkered",87.3684210526316,3.41452549502629,5,100
"1766","checkers",92.7083333333333,2.1116885578801,4,100
"1767","checking",91,3.31258765459161,0,100
"1768","check out",94.9494949494949,3.72067720297301,1,100
"1769","Cheddar",96.969696969697,0.33722335656638,1,100
"1770","cheek",82,3.30623190684245,0,100
"1771","cheeks",84,2.99659349290615,0,100
"1772","cheeky",92.5531914893617,3.66677314481997,6,100
"1773","cheer",89.7959183673469,3.72497227592045,2,100
"1774","cheerful",97.979797979798,1.06109448072026,1,100
"1775","cheerleader",73,3.77808400941867,0,100
"1776","cheers",88,3.4747596682438,0,100
"1777","cheery",87.7551020408163,1.92713721089087,2,100
"1778","cheese",88,3.98871490993234,0,100
"1779","cheeseburger",91,3.51393277339928,0,100
"1780","cheesecake",95,3.26751833199444,0,100
"1781","cheesy",78.3505154639175,3.98307779276692,3,100
"1782","cheetah",95,2.4295224880636,0,100
"1783","chef",93.8775510204082,2.3986406490344,2,100
"1784","chemical",90.9090909090909,3.78256152707283,1,100
"1785","chemicals",83,3.96467704381322,0,100
"1786","chemist",89,3.292949043966,0,100
"1787","chemistry",90,3.23352303203202,0,100
"1788","cherish",88.2978723404255,2.75936773144693,6,100
"1789","cherries",87,2.77203079418657,0,100
"1790","cherry",90.9090909090909,2.81752940236414,1,100
"1791","chess",96.969696969697,3.1339997054336,1,100
"1792","chest",93,3.55335862515248,0,100
"1793","chestnut",94.8979591836735,3.24893440086615,2,100
"1794","Chevy",87.3684210526316,1.89385071185521,5,100
"1795","chew",75,2.94043173785816,0,100
"1796","chewing",85,2.16392672194971,0,100
"1797","chewing gum",89,3.582507379767,0,100
"1798","chewy",75.2577319587629,3.54746359249346,3,100
"1799","chic",93.8144329896907,3.10015254297255,3,100
"1800","Chicago",63,3.08033346939531,0,100
"1801","chick",92,2.8303638080846,0,100
"1802","chickadee",88.5057471264368,2.81284018282074,13,100
"1803","chicken",90.9090909090909,3.75652072221766,1,100
"1804","chicken pox",84,3.24588558832523,0,100
"1805","chickens",74,3.32785290304182,0,100
"1806","chickpea",67.741935483871,2.93962500588754,7,100
"1807","chief",91.9191919191919,3.01027861990293,1,100
"1808","child",92,3.34930447895817,0,100
"1809","childbirth",89.8989898989899,3.17435281405395,1,100
"1810","childhood",94,3.67418434995227,0,100
"1811","childish",88,3.29091148180931,0,100
"1812","childless",87.8787878787879,3.30098919780661,1,100
"1813","childlike",89,3.36116937300852,0,100
"1814","children",97.979797979798,3.03556326534704,1,100
"1815","chili",94.8979591836735,2.59013135722266,2,100
"1816","chill",97.9591836734694,2.31555464795971,2,100
"1817","chilling",92,2.64941105413878,0,100
"1818","chilly",94,1.53977478026635,0,100
"1819","chime",98.9130434782609,2.32405700714054,8,100
"1820","chimney",95.959595959596,2.40610369473228,1,100
"1821","chimp",89.7959183673469,2.12286393760235,2,100
"1822","chimpanzee",95.959595959596,1.83734695916959,1,100
"1823","chin",91.8367346938776,3.09809159431279,2,100
"1824","China",84,3.69191788322566,0,100
"1825","Chinese",93.9393939393939,3.04077521283009,1,100
"1826","Chinese food",62.6262626262626,3.84345251854696,1,100
"1827","chip",96,2.91956872880523,0,100
"1828","chipmunk",90.8163265306122,3.05041951543307,2,100
"1829","chips",94,2.951584277172,0,100
"1830","chirp",94.7368421052632,1.33286326320465,5,100
"1831","chisel",90.7216494845361,3.02571885328548,3,100
"1832","chivalrous",86.4583333333333,2.99593857625466,4,100
"1833","chivalry",91.5789473684211,2.84030427263899,5,100
"1834","chlorine",93.8144329896907,2.04042000426011,3,100
"1835","chocolate",94,3.26233834004478,0,100
"1836","chocolate bar",79,3.38463661737947,0,100
"1837","choice",95.959595959596,3.40588707633092,1,100
"1838","choices",91,3.40477188863793,0,100
"1839","choir",97,2.60917318289784,0,100
"1840","choke",89.8989898989899,3.75728867739918,1,100
"1841","choking",72.7272727272727,3.63625428201482,1,100
"1842","cholesterol",95.959595959596,2.97929258929551,1,100
"1843","chomp",90.9090909090909,2.40117165007328,1,100
"1844","choose",93,2.43876176622269,0,100
"1845","choosy",93.8144329896907,1.68778870070732,3,100
"1846","chop",83,3.07541979607769,0,100
"1847","chopper",89.8989898989899,2.28654107053355,1,100
"1848","chops",96.7391304347826,2.51351309891695,8,100
"1849","chopsticks",91,2.51610036208339,0,100
"1850","choral",92.4731182795699,2.79529568964966,7,100
"1851","chord",94.9494949494949,2.55151248825148,1,100
"1852","chore",96.9072164948454,2.8428060488927,3,100
"1853","chores",91,3.17212201202226,0,100
"1854","chorus",92.9292929292929,2.78587789974418,1,100
"1855","chowder",96.4705882352941,2.11564949716465,15,100
"1856","Christ",90.9090909090909,2.66050337062225,1,100
"1857","Christian",89.8989898989899,3.55752177673245,1,100
"1858","Christianity",88.8888888888889,2.99987116905825,1,100
"1859","Christmas",91,3.24280018556208,0,100
"1860","Christmas tree",85,3.42094180843641,0,100
"1861","chrome",95,2.56284785528657,0,100
"1862","chromosome",87,2.81952504488401,0,100
"1863","chromosomes",87.7551020408163,2.78394901638864,2,100
"1864","chronic",86,3.21748650611222,0,100
"1865","chubby",94.9494949494949,1.41545194663538,1,100
"1866","chuck",86.4583333333333,2.80973051062062,4,100
"1867","chuckle",92,1.55816979601979,0,100
"1868","chunk",91.8367346938776,3.46922256581627,2,100
"1869","chunky",88.7755102040816,3.05906712136487,2,100
"1870","church",93.9393939393939,3.43991968512174,1,100
"1871","church service",91,3.31826980873848,0,100
"1872","CIA",87,3.36604375313951,0,100
"1873","cider",97,1.33593044975899,0,100
"1874","cigar",90.9090909090909,2.52482078432283,1,100
"1875","cigarette",98,2.59275390096647,0,100
"1876","cigarettes",92.9292929292929,2.91167682482208,1,100
"1877","cigars",87,2.64145875517894,0,100
"1878","cilantro",73.8095238095238,3.10626224392439,16,100
"1879","Cinderella",90,3.06912839483175,0,100
"1880","cinema",94.9494949494949,2.02001082731585,1,100
"1881","cinnamon",98,3.26913091705176,0,100
"1882","cipher",87.2093023255814,3.00931418570887,14,100
"1883","circa",91.3978494623656,2.61008786243831,7,100
"1884","circle",95,2.55200102407692,0,100
"1885","circles",75.7575757575758,2.94311581785932,1,100
"1886","circuit",94.9494949494949,3.36405033304371,1,100
"1887","circular",95.9183673469388,1.96486839235316,2,100
"1888","circulation",94.9494949494949,1.79785299327793,1,100
"1889","circumference",93.5483870967742,2.30124947581608,7,100
"1890","circumstance",89.6907216494845,3.3226454962646,3,100
"1891","circumstances",78.3505154639175,3.545125419593,3,100
"1892","circus",94,2.62332893915202,0,100
"1893","citation",91.9191919191919,3.03978445095965,1,100
"1894","cite",88.0434782608696,3.55682071568832,8,100
"1895","citizen",84.8484848484848,3.60622186111541,1,100
"1896","citizenship",86.8686868686869,3.7638698694103,1,100
"1897","citrus",97,1.678836728582,0,100
"1898","city",86,2.94966808873955,0,100
"1899","civil",91.8367346938776,2.99634997281181,2,100
"1900","civilization",85,3.52817761784669,0,100
"1901","Civil War",69,3.93509763618928,0,100
"1902","claim",91,3.82989565975803,0,100
"1903","claims",76.530612244898,3.68184026805182,2,100
"1904","clam",98.989898989899,2.77249078868514,1,100
"1905","clammy",92.6315789473684,2.56444871401307,5,100
"1906","clamp",94.7916666666667,3.76161681071038,4,100
"1907","clams",86.1702127659574,3.27823072334048,6,100
"1908","clan",80.8080808080808,3.1870332132687,1,100
"1909","clap",87.8787878787879,2.44664370822039,1,100
"1910","clapping",88,2.30720369066182,0,100
"1911","clarify",90.7216494845361,2.98561832248498,3,100
"1912","clarinet",98,2.53580332296196,0,100
"1913","clarity",89.6907216494845,2.47602216555135,3,100
"1914","clash",81.6326530612245,3.25792486726261,2,100
"1915","clasp",95.6989247311828,3.21790195239418,7,100
"1916","class",96,3.32244137095084,0,100
"1917","classes",76,2.45998148313135,0,100
"1918","classic",93.9393939393939,3.35167627971831,1,100
"1919","classical",98,1.58201365972885,0,100
"1920","classics",83,2.90426504234374,0,100
"1921","classification",74,3.89806809180271,0,100
"1922","classify",91.5789473684211,3.65829375393582,5,100
"1923","classroom",98,2.79301180861909,0,100
"1924","classy",88.7755102040816,3.88779986742589,2,100
"1925","clause",86,3.2140289505657,0,100
"1926","claustrophobia",80.8080808080808,3.39508361326824,1,100
"1927","claw",86.734693877551,3.43580450961351,2,100
"1928","claws",87,2.94023849368087,0,100
"1929","clay",94.8979591836735,3.27722219715414,2,100
"1930","clean",92.9292929292929,3.43892635249605,1,100
"1931","cleaner",77.7777777777778,4.08132220616015,1,100
"1932","cleaning",89.8989898989899,3.78744062516838,1,100
"1933","cleanliness",81.8181818181818,3.24834096253237,1,100
"1934","cleanse",87.8787878787879,3.13219435596195,1,100
"1935","cleanser",83,3.26619487823027,0,100
"1936","cleansing",82.6530612244898,3.68951073076639,2,100
"1937","clean up",91,3.23742920858191,0,100
"1938","clear",91,3.74414338570083,0,100
"1939","clearly",84.5360824742268,3.50622254570127,3,100
"1940","cleavage",92.8571428571429,2.63699903764869,2,100
"1941","cleave",86.9047619047619,3.16199064069186,16,100
"1942","clef",83.8709677419355,2.25080995583866,7,100
"1943","cleft",61.6279069767442,2.80533261379606,14,100
"1944","clementine",87.7551020408163,2.29038435574881,2,100
"1945","clench",96.7741935483871,2.32296022765361,7,100
"1946","clergy",94.9494949494949,2.72586342083385,1,100
"1947","cleric",90.1098901098901,2.74222592164113,9,100
"1948","clerical",84.2105263157895,3.5376910694168,5,100
"1949","clerk",92.7083333333333,3.46016024316093,4,100
"1950","clever",92.9292929292929,2.37195771107508,1,100
"1951","cliche",74,3.9635347578019,0,100
"1952","click",87.8787878787879,2.73688013605356,1,100
"1953","client",93.9393939393939,3.02567649623877,1,100
"1954","cliff",91,3.24358314084443,0,100
"1955","climate",97.979797979798,1.70786883379415,1,100
"1956","climate change",81,3.74499563134478,0,100
"1957","climax",95,2.54548366161597,0,100
"1958","climb",94.9494949494949,2.66185783484866,1,100
"1959","climber",96.875,2.2984032522973,4,100
"1960","climbing",91,3.00546513341006,0,100
"1961","cling",88.8888888888889,3.4625065521341,1,100
"1962","clinging",81,3.94277432199141,0,100
"1963","clingy",92.4731182795699,3.86368558797428,7,100
"1964","clinic",99,2.79705682927341,0,100
"1965","clinical",94,3.09279370955582,0,100
"1966","clip",91.8367346938776,3.12231324994906,2,100
"1967","clipboard",94.8453608247423,3.41569338807912,3,100
"1968","clipper",96.875,2.68242078974662,4,100
"1969","clippers",93.6842105263158,2.93226198538399,5,100
"1970","clique",86.8686868686869,3.05194757438569,1,100
"1971","clitoris",82.6530612244898,2.80728640040559,2,100
"1972","cloak",94,2.5704684231331,0,100
"1973","clock",93,1.99564620387602,0,100
"1974","clockwise",84,2.95967386364906,0,100
"1975","clog",92.4731182795699,2.69958197065227,7,100
"1976","cloister",94.1176470588235,3.0212230905019,15,100
"1977","clone",93.9393939393939,3.11448658704514,1,100
"1978","close",97,2.35113675928339,0,100
"1979","closed",93,2.52492802585644,0,100
"1980","closely",89,3.19503717334385,0,100
"1981","closeness",91,3.25319471383414,0,100
"1982","closer",72.7272727272727,3.17796597707339,1,100
"1983","closet",95.9183673469388,3.14117623095528,2,100
"1984","closing",83,3.03979609880043,0,100
"1985","closure",86.734693877551,3.40006796223601,2,100
"1986","cloth",92.7835051546392,3.44847735448505,3,100
"1987","clothe",89.8989898989899,3.11929924831644,1,100
"1988","clothes",92.8571428571429,3.7267234688803,2,100
"1989","clothing",86.8686868686869,3.78075687686688,1,100
"1990","cloths",75.7575757575758,3.53988033398799,1,100
"1991","cloud",84.6938775510204,2.86612512064587,2,100
"1992","clouds",85,2.52581801343063,0,100
"1993","cloudy",96,2.93991857382107,0,100
"1994","clove",91.3978494623656,2.79498913124608,7,100
"1995","clover",83.6734693877551,2.97884280959172,2,100
"1996","cloves",94.2528735632184,3.26224285076871,13,100
"1997","clown",93,3.33982911302771,0,100
"1998","clowns",83.8383838383838,3.22601137289671,1,100
"1999","cloying",91.358024691358,3.27557505962409,19,100
"2000","club",95,3.63169537647688,0,100
"2001","cluck",95.5555555555556,1.67969052658937,10,100
"2002","clue",93.8144329896907,2.92655619668054,3,100
"2003","clueless",88.659793814433,3.22098785781715,3,100
"2004","clues",68.6868686868687,2.97679402161785,1,100
"2005","clumsy",84.6938775510204,3.73065005261174,2,100
"2006","cluster",90.9090909090909,2.54615106847336,1,100
"2007","clutch",97.9166666666667,2.39875191079547,4,100
"2008","clutter",97.9381443298969,2.38396964332256,3,100
"2009","coach",96.969696969697,3.3642290400897,1,100
"2010","coal",96,3.13026769025819,0,100
"2011","coarse",98.9690721649485,2.62027664234314,3,100
"2012","coast",89,3.01540747326169,0,100
"2013","coaster",95.959595959596,2.59461517483414,1,100
"2014","coat",91.9191919191919,2.94273488771574,1,100
"2015","coating",91.6666666666667,2.93989047001025,4,100
"2016","cob",100,0.688205008207286,3,100
"2017","cobbler",98.936170212766,2.32070035625549,6,100
"2018","cobra",96,0.883284074959708,0,100
"2019","Coca Cola",91,3.08220376927346,0,100
"2020","cocaine",94.9494949494949,2.357636403841,1,100
"2021","cock",95,2.66481412215863,0,100
"2022","cockpit",94.7916666666667,1.90973087653283,4,100
"2023","cockroach",93.9393939393939,2.98531102192737,1,100
"2024","cocktail",94,2.89836842629037,0,100
"2025","cocky",83.3333333333333,3.65305460094637,4,100
"2026","cocoa",93.9393939393939,2.52121627449127,1,100
"2027","coconut",93,3.30829572885932,0,100
"2028","cocoon",93.75,2.58180457500142,4,100
"2029","cod",90.5263157894737,1.11614849962725,5,100
"2030","code",85.8585858585859,3.76257401218468,1,100
"2031","coding",83.5051546391753,2.66874243145246,3,100
"2032","coerce",93.6842105263158,2.90859186168772,5,100
"2033","coffee",91,3.10517094962313,0,100
"2034","coffin",92.9292929292929,2.40812194917799,1,100
"2035","cog",92.9411764705882,1.9159954535085,15,100
"2036","cognac",92.3076923076923,2.55107797481429,9,100
"2037","cognition",95.6043956043956,2.62636409504495,9,100
"2038","cognitive",92.9292929292929,3.04128400581041,1,100
"2039","cogs",91.5789473684211,2.48091008838072,5,100
"2040","cohort",79.3103448275862,3.41603363784429,13,100
"2041","coil",95.9183673469388,2.69304266980509,2,100
"2042","coin",96.969696969697,2.79193441363452,1,100
