src,tgt,wt
machine,xerox,63
oven,bake,96
oven,cook,92
oven,cooking,8
oven,heat,100
oven,baked,75
oven,baking,100
oven,furnace,100
oven,broil,15
oven,stove,22
oven,cooker,99
oven,hotter,4
oven,kiln,35
oven,microwave,100
oven,range,21
oven,roast,100
oven,roast beef,59
oven,roasted,20
oven,roasting,60
refrigerator,freezer,56
refrigerator,freeze,20
refrigerator,store,20
refrigerator,cooler,15
refrigerator,fridge,55
refrigerator,icebox,100
refrigerator,leftover,9
form,design,29
form,figure,55
form,mold,6
form,structure,40
form,configuration,55
form,apply,28
form,f,4
form,paperwork,3
form,questionnaire,100
form,shaped,2
form,variant,74
apply,job,45
apply,resume,47
apply,submit,75
apply,interview,17
apply,candidacy,2
apply,use,95
apply,dressing,20
apply,eyeliner,35
apply,lipstick,55
apply,lubricate,55
apply,make up,4
apply,utilize,81
job,career,100
job,occupation,96
job,income,30
job,opportunity,26
job,resume,45
job,assign,4
job,hire,100
job,appraisal,4
job,task,52
job,offer,55
job,worker,33
job,calling,55
job,profession,72
job,vocation,43
job,clerk,55
job,chore,11
job,commission,20
job,salary,100
job,earn,16
job,labor,50
job,earner,94
job,employ,38
job,employed,74
job,employer,75
job,function,20
job,finisher,21
job,fired,64
job,firing,95
job,mechanic,46
job,interview,60
job,occupy,4
job,laborer,55
job,milkman,59
job,paycheck,4
job,workplace,70
job,operator,55
job,wage,29
job,payday,20
job,professional,4
job,recruit,59
job,resignation,55
job,tenure,100
job,vacancy,4
job,working,43
resume,curriculum vitae,56
resume,cv,44
resume,job application,55
resume,candidate,3
resume,portfolio,6
resume,profile,98
resume,restart,39
submit,deliver,55
submit,send,4
submit,yield,75
submit,present,55
submit,acquiesce,16
submit,surrender,63
submit,relinquish,20
submit,upload,35
submit,give in,81
submit,resignation,20
submit,succumb,4
appoint,assign,35
appoint,designate,99
appoint,hire,16
appoint,nominate,3
appoint,select,66
appoint,delegate,2
appoint,elect,4
appoint,interview,7
appoint,meeting,26
appoint,choose,42
appoint,arrange,8
assign,allocate,61
assign,delegate,100
assign,task,39
assign,apportion,55
assign,designate,61
assign,responsibility,35
designate,label,40
designate,nominate,79
designate,identify,4
designate,specify,15
hire,employ,100
hire,contract,55
hire,recruit,100
hire,employer,5
hire,interview,55
hire,rent,5
hire,rental,20
nominate,elect,85
nominate,propose,92
nominate,suggest,71
nominate,vote,9
nominate,candidate,28
select,choose,100
select,pick,100
select,decide,96
select,decision,4
select,elect,60
select,opt,100
select,click,4
select,exclusive,75
select,prefer,76
select,preference,75
select,pointer,4
appraisal,evaluate,16
appraisal,evaluation,80
appraisal,review,84
appraisal,value,19
appraisal,ass,10
appraisal,estimate,7
appraisal,feedback,2
appraisal,property,3
appraisal,criticism,21
appraisal,critique,79
appraisal,examination,20
appraisal,inspection,4
evaluate,ass,100
evaluate,judge,100
evaluate,appraise,100
evaluate,measure,76
evaluate,review,100
evaluate,estimate,5
evaluate,benchmark,15
evaluate,criticize,99
evaluate,test,5
evaluate,calculate,55
evaluate,comparative,4
evaluate,compare,96
evaluate,consider,16
evaluate,reviewer,9
evaluate,critical,20
evaluate,diagnose,55
evaluate,rate,29
evaluate,grading,21
evaluate,testing,81
evaluation,ass,55
evaluation,judge,55
evaluation,examination,60
evaluation,measure,55
evaluation,review,21
evaluation,test,21
evaluation,criticism,55
evaluation,feedback,7
evaluation,critique,8
evaluation,exam,9
evaluation,grading,20
evaluation,rating,71
review,ass,25
review,critique,80
review,criticism,79
review,survey,4
review,censor,4
review,check,31
review,check out,17
review,feedback,51
review,examination,15
review,inspect,74
review,inspection,100
review,overview,20
review,peer,20
review,preview,15
review,rating,85
review,recap,100
value,belief,28
value,ethic,83
value,importance,91
value,principle,83
value,worth,100
value,merit,29
value,significance,50
value,ideal,27
value,moral,34
value,appraise,4
value,estimate,59
value,asset,45
value,creed,15
value,currency,71
value,cent,29
value,meaning,15
value,price,100
value,morality,4
value,rate,71
value,numeral,55
value,parameter,63
value,richness,19
appraise,ass,100
appraise,judge,100
appraise,estimate,60
ass,judge,100
ass,measure,5
ass,estimate,21
ass,criticize,59
ass,test,15
ass,survey,20
ass,compare,15
ass,reviewer,5
ass,diagnose,2
ass,measuring,55
grateful,thankful,100
grateful,appreciative,41
grateful,kind,40
grateful,blessed,90
grateful,bless,2
grateful,thank,11
grateful,blessing,15
grateful,obliged,24
gratitude,thankful,4
gratitude,thanks,99
gratitude,indebtedness,4
gratitude,thankfulness,25
gratitude,kind,4
gratitude,gift,6
gratitude,thank,84
gratitude,thank you,74
apprehend,comprehend,100
apprehend,understand,45
apprehend,grasp,100
apprehend,perceive,55
apprehend,arrest,75
apprehend,detain,8
apprehend,arrested,15
apprehend,comprehension,55
apprehend,seize,5
apprehend,realize,16
comprehend,grasp,96
comprehend,understand,99
comprehend,perceive,39
comprehend,fathom,5
comprehend,reading,4
comprehend,interpret,20
comprehend,sense,2
comprehend,heard,56
comprehend,knowing,5
comprehend,realize,83
comprehend,misunderstand,15
understand,grasp,99
understand,interpret,65
understand,fathom,17
understand,listen,20
understand,clarify,26
understand,explain,15
understand,comprehension,5
understand,comprehensive,55
understand,elucidate,21
understand,empathize,95
understand,realization,4
understand,sense,3
understand,figure out,100
understand,heard,56
understand,perception,21
understand,interpretation,35
understand,knew,25
understand,knowing,80
understand,realize,91
understand,listening,56
understand,misunderstanding,20
understand,misunderstand,20
understand,perceive,64
understand,sympathize,95
apprehension,concern,98
apprehension,unease,75
apprehension,dread,55
apprehension,insecurity,55
apprehension,shudder,55
apprehensive,fearful,60
apprehensive,wary,20
apprehensive,worried,39
apprehensive,uneasy,6
apprehensive,frightened,16
apprehensive,reluctant,4
apprehensive,nervousness,15
apprentice,trainee,100
apprentice,learner,41
apprentice,intern,100
apprentice,newbie,20
trainee,intern,100
trainee,learner,15
trainee,rookie,56
trainee,junior,8
approach,method,100
approach,manner,60
approach,strategy,24
approach,way,76
approach,tactic,4
approach,technique,36
approach,arrival,80
approach,come,54
approach,arriving,71
approach,attitude,20
approach,came,21
approach,closer,20
approach,looming,56
approach,procedure,15
method,procedure,100
method,process,100
method,systematic,5
method,technique,100
method,way,94
method,organized,4
method,mean,50
method,formula,92
method,tactic,2
method,mode,95
method,somehow,90
appropriate,fitting,100
appropriate,proper,100
appropriate,apt,100
appropriate,fit,21
appropriate,relevant,4
appropriate,convenient,20
appropriate,decent,8
appropriate,pertinent,65
appropriate,timely,43
approximate,estimate,91
approximate,near,19
approximate,around,5
approximate,imprecise,2
estimate,calculate,85
estimate,calculation,15
estimate,predict,24
estimate,forecast,45
estimate,approximation,96
estimate,guess,100
estimate,guessing,25
estimate,prediction,16
estimate,projection,4
estimate,reckon,100
around,circle,76
around,encompass,95
around,encircle,9
around,surround,99
around,vicinity,55
roughly,uneven,79
roughly,imprecise,21
roughly,jagged,75
roughly,harsh,4
roughly,crude,55
approximation,calculation,100
approximation,estimation,4
approximation,guess,59
calculation,formula,21
calculation,solve,99
calculation,process,4
calculation,arithmetic,100
calculation,computing,16
calculation,mathematical,21
calculation,mathematics,25
calculation,counting,4
calculation,spreadsheet,4
calculation,integer,15
calculation,percentage,4
calculation,pi,15
calculation,projection,4
calculation,quotient,20
calculation,subtraction,84
apricot,jam,24
apricot,sweet,21
apricot,summer,55
apricot,nectarine,21
april,month,15
april,spring,100
april,birth,4
april,flower,25
april,shower,59
april,tax,57
april,weather,15
april,renewal,4
april,rain,20
month,week,24
month,duration,6
month,day,8
month,august,85
month,may,96
month,december,76
month,february,95
month,january,80
month,july,76
month,june,45
month,march,4
month,maxim,55
month,november,81
month,october,57
spring,season,100
spring,bloom,15
spring,flower,65
spring,growth,20
spring,green,76
spring,renewal,4
spring,rejuvenation,20
spring,blossom,100
spring,bounce,5
spring,jump,79
spring,bounce back,4
spring,bouncy,15
spring,coil,19
spring,may,21
spring,daffodil,100
spring,daisy,90
spring,thaw,11
spring,easter,23
spring,leap,84
spring,hop,55
spring,jumping,16
spring,march,99
spring,maxim,55
apron,cook,15
apron,cooking,55
apron,protect,21
apron,protection,9
apron,chef,4
apron,butcher,5
cook,chef,100
cook,prepare,6
cook,bake,72
cook,cuisine,75
cook,meal,60
cook,baker,21
cook,baking,36
cook,barbecue,60
cook,grill,84
cook,batter,21
cook,whisk,19
cook,meat,15
cook,fry,51
cook,boil,99
cook,boiled,96
cook,boiling,5
cook,pot,15
cook,broil,100
cook,burner,40
cook,stove,75
cook,chervil,20
cook,rice,20
cook,garlic,19
cook,recipe,34
cook,culinary,56
cook,dinner,15
cook,edible,4
cook,eggplant,56
cook,seasoning,16
cook,frying,96
cook,frying pan,37
cook,pan,60
cook,skillet,81
cook,garnish,20
cook,grate,4
cook,grater,19
cook,grilled,22
cook,housewife,24
cook,ladle,4
cook,poach,79
cook,raw,35
cook,roast,40
cook,roasted,60
cook,roasting,36
cook,rosemary,8
cook,saucepan,25
cook,spatula,10
cook,searing,55
cook,tablespoon,8
cook,tin foil,57
apt,qualified,5
apt,fit,16
apt,fitting,79
aptitude,intelligence,21
aqua,water,100
aqua,blue,100
aqua,liquid,78
aqua,swim,20
water,h2o,39
water,liquid,100
water,lake,100
water,clear,64
water,brook,95
water,rain,90
water,barge,4
water,boat,42
water,basin,21
water,sink,2
water,bath,20
water,tub,20
water,bathe,83
water,bathing,60
water,bubble,3
water,shower,29
water,toilet,55
water,bathtub,5
water,bay,95
water,beach,10
water,dam,78
water,pool,100
water,pier,30
water,paddle,63
water,boating,20
water,boil,15
water,steam,59
water,boiling,4
water,pipe,50
water,bottle,8
water,brine,65
water,creek,20
water,stream,17
water,bucket,96
water,canal,43
water,canoe,56
water,melon,55
water,canteen,100
water,tooth,4
water,flow,4
water,shore,4
water,dew,4
water,moisture,96
water,refreshing,6
water,current,4
water,wet,2
water,flood,100
water,dilute,39
water,dunk,15
water,diving,24
water,duck,4
water,drain,100
water,dried,15
water,thirsty,74
water,drinking,21
water,drip,17
water,leak,96
water,tap,46
water,dripping,91
water,drop,11
water,dropping,4
water,drought,20
water,drown,99
water,drowning,99
water,dyke,63
water,faucet,100
water,ferry,100
water,filter,4
water,fish tank,40
water,floating,16
water,fluid,45
water,flush,26
water,fountain,100
water,geyser,79
water,tonic,20
water,shimmer,15
water,goldfish,70
water,mill,5
water,gush,60
water,heron,75
water,hippo,16
water,hippopotamus,16
water,hose,100
water,hydrate,100
water,hydrogen,80
water,iceberg,4
water,peninsula,41
water,jug,9
water,kayak,100
water,lagoon,100
water,life jacket,72
water,tepid,75
water,sea,91
water,moat,100
water,sailing,25
water,oasis,99
water,pail,99
water,pelican,80
water,perch,20
water,puddle,100
water,pump,44
water,thirst,24
water,raft,4
water,rainbow,35
water,sailboat,76
water,yacht,15
water,seagull,55
water,splash,99
water,spout,61
water,sprinkle,40
water,sprinkler,75
water,squirt,95
water,surfboard,4
water,swish,55
water,tank,6
water,trough,25
water,whirlpool,55
aquarium,tank,100
aquarium,coral,20
aquarium,marine,24
aquarium,underwater,56
aquarium,fish tank,100
aquarium,goldfish,17
aquarium,jellyfish,80
aquarium,piranha,15
aquarium,stickleback,5
arab,islam,10
arab,language,70
arab,middle east,80
arab,religion,15
arab,camel,20
islam,mosque,80
islam,muslim,75
islam,religion,40
islam,quran,100
islam,muhammad,4
islam,arabic,15
language,communicate,29
language,communication,71
language,speech,96
language,arabic,100
language,fluent,77
language,asian,15
language,preposition,5
language,babbling,15
language,french,75
language,verb,96
language,belgian,24
language,belgium,20
language,europe,15
language,english,100
language,mexican,59
language,c,59
language,chinese,100
language,mandarin,4
language,sentence,28
language,coding,8
language,term,6
language,creole,25
language,cuss,4
language,translate,4
language,dutch,90
language,dyslexia,36
language,python,16
language,france,56
language,german,100
language,h,25
language,hebrew,80
language,hispanic,29
language,spanish,96
language,phrase,100
language,java,5
language,pronoun,79
language,italian,24
language,jargon,65
language,latin,76
language,latino,4
language,linger,4
language,linguist,26
language,linguistic,80
language,linguistics,100
language,lisp,20
language,spell,4
language,noun,100
language,plural,99
language,r,20
language,russian,17
language,say,28
language,speaking,55
language,spoken,74
language,swedish,4
language,synonym,19
language,thou,55
language,translation,63
language,verbal,44
language,vocabulary,100
language,vowel,9
language,yiddish,100
arabic,calligraphy,29
arabic,middle east,76
arabic,quran,5
arachnid,spider,100
arachnid,web,100
arachnid,scorpion,96
spider,crawl,66
spider,web,100
spider,creepy,22
spider,net,5
spider,cobweb,100
spider,widow,20
arc,curve,100
arc,bridge,20
arc,circle,20
arc,semicircle,60
arc,structure,15
arc,bow,20
arc,swing,68
arc,curved,40
arc,swinging,26
curve,line,58
curve,bend,44
curve,write,4
curve,contour,30
curve,style,4
curve,arched,30
curve,arch,80
curve,bent,55
curve,circular,75
curve,spiral,79
curve,concave,15
curve,crescent,85
curve,hip,23
curve,hunch,4
curve,meander,25
curve,swerve,99
curve,winding,17
arcade,game,100
arcade,video,100
arcade,fun,20
arcade,pinball,100
arcade,video games,55
game,competition,26
game,fun,83
game,play,100
game,sport,65
game,computer,5
game,video,6
game,toy,59
game,baseball,65
game,basketball,20
game,hoop,15
game,billiards,60
game,bingo,85
game,chess,100
game,board,55
game,board game,35
game,bowl,6
game,bowling,15
game,soccer,74
game,playing,85
game,poker,80
game,carnival,4
game,casino,20
game,charade,94
game,checker,40
game,toss,15
game,team,55
game,match,79
game,console,20
game,score,24
game,cricket,15
game,crossword,15
game,die,15
game,dice,80
game,frisbee,40
game,unreal,8
game,football,39
game,playful,55
game,player,26
game,guessing,20
game,handball,36
game,hangman,100
game,hunt,75
game,hunting,15
game,olympic,81
game,olympics,24
game,jeopardy,92
game,quiz,4
game,jigsaw,56
game,joystick,100
game,tag,5
game,losing,55
game,skip,4
game,monopoly,100
game,pawn,71
game,pheasant,35
game,pinball,100
game,platform,55
game,plaything,99
game,quail,15
game,trivia,43
game,scrabble,100
game,skipping,15
game,slot,20
game,snooker,4
game,softball,45
game,spade,12
game,sprite,55
game,tackle,4
game,venison,76
game,volleyball,35
game,wordplay,55
arch,bridge,60
arch,doorway,74
arch,structure,5
arch,stone,20
arch,ceiling,15
arch,eyebrow,21
arch,extreme,20
arch,rainbow,65
bridge,connect,2
bridge,connection,4
bridge,span,100
bridge,structure,70
bridge,road,15
bridge,cross,60
bridge,architecture,25
bridge,gap,36
bridge,canal,5
bridge,portland,4
bridge,toll,45
doorway,exit,70
doorway,hallway,25
doorway,threshold,4
doorway,gateway,15
structure,build,37
structure,design,98
structure,framework,100
structure,architecture,76
structure,organize,60
structure,foundation,4
structure,frame,55
structure,architect,4
structure,building,57
structure,arrange,19
structure,array,4
structure,construct,55
structure,preposition,55
structure,molecule,25
structure,backbone,56
structure,wooden,20
structure,wall,39
structure,lighthouse,4
structure,cell,9
structure,skeleton,22
structure,collapse,19
structure,order,4
structure,sentence,46
structure,column,41
structure,puzzling,55
structure,discipline,15
structure,dome,25
structure,edifice,100
structure,pyramid,41
structure,facility,20
structure,format,81
structure,formation,75
structure,gazebo,100
structure,grid,57
structure,stable,2
structure,system,100
structure,hierarchy,21
structure,hull,20
structure,matrix,4
structure,molecular,79
structure,pillar,95
structure,platform,8
structure,tower,41
archaic,historical,5
archaic,obsolete,40
archaic,thou,80
archeology,dig,21
archeology,excavation,79
archeology,museum,16
archeology,artifact,9
dig,excavate,95
dig,hole,29
dig,unearth,24
dig,earth,21
dig,uncover,55
dig,bury,5
dig,burrow,15
dig,search,55
dig,mine,59
dig,below,15
dig,shovel,100
dig,fossil,20
dig,trench,4
dig,hoe,56
dig,miner,19
dig,mining,3
dig,pickax,96
dig,spade,40
dig,trowel,96
archery,bow,96
archery,target,45
archery,arrow,100
archery,sport,55
archery,competition,4
archery,dart,4
archery,quiver,15
archery,robin hood,26
bow,arrow,100
bow,knot,25
bow,ribbon,95
bow,tie,94
bow,quiver,60
bow,bend,70
bow,tied,20
bow,violin,71
bow,string,7
bow,kneel,35
bow,wrapping paper,4
target,arrow,33
target,dart,100
target,point,35
target,stalk,4
target,shoot,64
target,missile,4
target,prey,45
target,shot,53
target,victim,5
target,pinpoint,100
target,shooter,15
architect,design,100
architect,blueprint,15
architect,builder,9
architect,building,94
architect,engineer,75
architect,construction,80
architect,designer,76
architect,engineering,4
design,architecture,100
design,blueprint,100
design,create,96
design,creativity,4
design,conceive,4
design,construct,29
design,building,15
design,artwork,76
design,draw,24
design,curved,4
design,logo,100
design,cad,40
design,fabric,4
design,woodwork,15
design,drawing,71
design,checkered,2
design,pattern,100
design,patterned,95
design,programming,55
design,project,15
design,graphic,99
design,invent,80
design,creation,28
design,invention,24
design,symbol,21
design,figure,51
design,decor,19
design,interior,25
design,sketch,5
design,drawn,20
design,oriental,56
design,style,80
design,embroidery,19
design,engineer,20
design,engineering,95
design,model,79
design,floral,19
design,intent,26
design,font,100
design,layout,100
design,template,100
design,fractal,4
design,framework,71
design,intend,70
design,intended,25
design,intention,21
design,motif,100
design,interface,9
design,minimal,15
design,mechanical,5
design,mac,35
design,mosaic,4
design,paisley,96
design,scheme,9
design,plotting,70
design,schematic,95
design,seating,4
design,stencil,39
design,stripe,7
design,studio,11
design,tattoo,95
design,theme,60
design,visual,20
design,wallpaper,22
architecture,building,96
architecture,engineering,4
architecture,construction,91
architecture,construct,4
architecture,blueprint,81
architecture,temple,80
architecture,skyscraper,16
architecture,cad,37
architecture,roman,11
architecture,cathedral,57
architecture,chicago,36
architecture,column,79
architecture,dome,79
architecture,edifice,99
architecture,model,55
architecture,gazebo,20
architecture,gothic,100
architecture,greek,16
architecture,mosque,4
architecture,italy,4
architecture,pillar,4
architecture,tower,25
architecture,steeple,4
architecture,tour,15
architecture,victorian,100
building,complex,28
building,construct,8
building,house,43
building,skyscraper,100
building,city,20
building,office,42
building,construction,25
building,hall,10
building,banister,9
building,barn,83
building,wooden,15
building,block,26
building,cube,72
building,floor,22
building,collapse,60
building,temple,4
building,capital,4
building,capitol,100
building,carpentry,55
building,ceiling,8
building,chamber,15
building,chapel,15
building,concrete,56
building,condo,70
building,creating,80
building,embassy,55
building,dome,100
building,edifice,100
building,elevator,24
building,escalator,20
building,facade,21
building,facility,100
building,first floor,94
building,lobby,35
building,stone,28
building,tall,24
building,granite,91
building,gypsum,3
building,mosque,95
building,janitor,25
building,landmark,4
building,lego,64
building,limestone,4
building,warehouse,4
building,timber,4
building,marble,20
building,masonry,16
building,mortar,4
building,premise,100
building,tower,5
building,siding,19
building,skyline,70
building,steeple,95
building,taller,20
building,tour,15
building,towering,21
building,white house,4
archive,storage,100
archive,library,5
archive,file,4
archive,repository,15
archive,backup,19
archive,zip,55
storage,box,50
storage,room,20
storage,warehouse,100
storage,unit,4
storage,attic,100
storage,inventory,21
storage,file,35
storage,container,64
storage,closet,100
storage,backup,79
storage,bag,3
storage,barn,95
storage,barrel,4
storage,bin,78
storage,folder,16
storage,bookcase,99
storage,shelf,74
storage,chest,21
storage,jar,17
storage,carton,4
storage,case,91
storage,bucket,55
storage,cabinet,100
storage,drawer,100
storage,cache,96
storage,memory,8
storage,can,2
storage,canister,100
storage,cellar,100
storage,wardrobe,94
storage,closing,4
storage,dresser,75
storage,fridge,40
storage,crate,100
storage,cupboard,100
storage,database,100
storage,disk,100
storage,dvd,24
storage,trunk,51
storage,floppy,21
storage,freezer,64
storage,garage,25
storage,hamper,76
storage,icebox,15
storage,locker,100
storage,pantry,100
storage,pocket,16
storage,pouch,55
storage,rack,100
storage,sack,16
storage,satchel,21
storage,shed,80
storage,silo,100
storage,stash,5
storage,vault,20
arctic,frozen,21
arctic,icy,21
arctic,snow,75
arctic,tundra,100
arctic,polar,96
arctic,caribou,37
arctic,husky,4
arctic,igloo,59
arctic,northern,44
arctic,polar bear,60
arctic,walrus,92
frozen,freezer,15
frozen,icicle,55
frozen,snow,20
frozen,icy,70
frozen,winter,72
frozen,chilled,4
frozen,disney,4
frozen,freezing,20
frozen,hail,2
frozen,iced,41
frozen,motionless,43
frozen,popsicle,9
frozen,sleet,20
frozen,snowman,4
frozen,unmoving,3
arduous,difficult,100
arduous,challenging,100
arduous,strenuous,100
arduous,hard,55
arduous,tiring,55
difficult,challenging,80
difficult,hard,95
difficult,obstacle,71
difficult,complex,25
difficult,tough,94
difficult,problem,4
difficult,harsh,5
difficult,demanding,56
difficult,troublesome,41
difficult,chain,8
difficult,complicated,69
difficult,troubled,59
difficult,daunting,4
difficult,frustrating,80
difficult,harder,85
difficult,problematic,79
difficult,steep,20
difficult,strenuous,100
difficult,stressful,70
difficult,tricky,99
difficult,uphill,95
are,exist,99
are,present,95
are,come into being,4
are,is,55
exist,live,40
exist,occur,59
exist,remain,19
exist,presence,63
exist,survive,24
exist,doe,8
exist,is,44
exist,wa,76
area,region,100
area,place,47
area,territory,100
area,section,85
area,surface,16
area,district,100
area,neighborhood,71
area,domain,16
area,domestic,4
area,zone,100
area,hemisphere,4
area,local,24
area,locale,99
area,lot,31
area,range,70
area,somewhere,79
area,perimeter,9
area,regional,30
area,surrounding,70
area,vicinity,37
region,locality,2
region,territory,100
region,zone,99
region,district,100
region,continental,24
region,county,21
region,domain,16
region,east,92
region,eastern,72
region,geography,9
region,hemisphere,4
region,local,70
region,locale,85
region,middle east,44
region,midwest,99
region,new england,55
region,south,81
region,southern,96
region,northern,56
region,providence,55
region,province,100
region,tropic,11
region,west,79
arena,battlefield,4
arena,stadium,100
arena,competition,70
arena,venue,100
arena,court,25
arena,gladiator,100
battlefield,combat,39
battlefield,war,61
battlefield,army,75
battlefield,soldier,10
battlefield,trench,15
battlefield,fight,56
battlefield,strategy,20
battlefield,victory,20
stadium,crowd,61
stadium,sport,75
stadium,grandstand,20
stadium,spectator,4
stadium,field,40
stadium,bleacher,15
stadium,yankee,4
argue,contend,100
argue,debate,100
argue,dispute,100
argue,reason,15
argue,discus,25
argue,confrontation,56
argue,convince,5
argue,persuade,4
argue,disagree,10
argue,justify,15
argue,quarrel,20
contend,compete,55
debate,discus,85
debate,discussion,41
debate,discourse,5
debate,dispute,96
debate,opinion,15
debate,chamber,55
debate,controversy,100
debate,forum,25
dispute,conflict,100
dispute,disagree,19
dispute,contest,2
dispute,quarrel,100
dispute,brawl,19
dispute,confrontation,45
dispute,controversy,100
dispute,feud,100
dispute,fray,5
dispute,fuss,75
dispute,litigation,41
dispute,strife,24
arid,dry,100
arid,barren,100
arid,parched,24
arid,dried,65
arid,drought,57
arid,wasteland,15
dry,parched,100
dry,dehydrated,35
dry,thirsty,76
dry,moisture,4
dry,astringent,75
dry,barren,29
dry,conditioner,55
dry,crumbly,39
dry,stale,92
dry,wet,55
dry,drought,100
dry,wipe,40
dry,evaporate,81
dry,jerky,56
dry,leathery,20
dry,prune,19
dry,thirst,20
dry,raisin,48
dry,shrivel,100
dry,straw,15
dry,wasteland,4
dry,waterproof,76
aries,ram,83
aries,zodiac,100
aries,constellation,16
aries,fire,84
aries,personality,15
ram,memory,55
ram,sheep,99
ram,charge,37
ram,computer,55
ram,head,4
ram,hindu,4
ram,headbutt,15
ram,butting,4
ram,dodge,15
ram,processor,20
zodiac,astrology,100
zodiac,constellation,35
zodiac,horoscope,100
zodiac,star,65
zodiac,capricorn,100
zodiac,gemini,84
zodiac,leo,100
zodiac,virgo,99
aright,correct,20
aright,correctly,80
aright,right,21
aright,proper,5
aright,properly,80
aright,rightly,79
correct,right,100
correct,proper,100
correct,fix,92
correct,exactly,27
correct,fixing,4
correct,punish,32
correct,spelling,4
correct,straighten,80
right,freedom,22
right,justice,49
right,law,51
right,liberty,100
right,just,74
right,proper,47
right,privilege,92
right,true,10
right,moral,30
right,fit,20
right,claim,67
right,civil,25
right,permission,2
right,correction,4
right,decent,55
right,entitled,24
right,equality,55
right,equity,35
right,feminism,37
right,feminist,23
right,fitting,74
right,handed,85
right,left,98
right,ownership,5
right,wrong,81
right,justify,20
right,left wing,4
right,legality,20
right,starboard,100
arise,awake,55
arise,begin,70
arise,come up,9
arise,originate,29
arise,rise,56
arise,develop,20
arise,get up,15
arise,wake,64
arise,wake up,45
arise,getting,20
arise,happen,21
arise,occur,96
awake,conscious,81
awake,sleep,15
awake,waken,15
awake,rouse,20
awake,open,4
awake,vigilant,55
awake,rise,55
awake,realization,4
awake,get up,28
awake,wake,80
awake,insomnia,5
awake,sleepless,77
awake,sleeplessness,29
aristocracy,nobility,100
aristocracy,elite,43
aristocracy,monarchy,55
aristocracy,upper-class,37
aristocracy,high-class,4
aristocracy,ruling class,4
aristocracy,privilege,55
aristocracy,upper class,4
nobility,royal,40
nobility,royalty,60
nobility,aristocrat,4
nobility,elite,24
nobility,privilege,56
nobility,honor,20
nobility,dignified,15
nobility,high-class,4
nobility,prince,5
nobility,grandeur,4
nobility,highness,98
nobility,lord,4
aristocrat,noble,39
aristocrat,nobleman,64
aristocrat,elite,36
aristocrat,lord,63
aristocrat,highborn,15
aristocrat,privileged,20
aristocrat,duke,4
aristocrat,royalty,4
aristocrat,earl,8
aristocrat,heir,15
aristocrat,madame,15
aristocrat,monocle,15
noble,dignified,26
noble,honor,19
noble,honorable,61
noble,aristocratic,96
noble,virtue,19
noble,virtuous,56
noble,gentleman,20
noble,esteemed,55
noble,regal,83
noble,chivalrous,29
noble,knight,3
noble,worthy,35
noble,duke,20
noble,royalty,39
noble,royal,5
noble,prince,76
noble,gallant,4
noble,grandeur,15
noble,kingly,94
noble,majestic,4
noble,lord,37
nobleman,duke,24
nobleman,earl,99
nobleman,prince,4
aristocratic,high-class,6
aristocratic,highborn,4
aristocratic,regal,15
aristocratic,upper-class,25
aristocratic,elite,56
aristocratic,royal,55
aristocratic,privileged,4
aristocratic,distinguished,4
aristocratic,elitist,20
aristocratic,prince,20
aristocratic,grand,55
aristocratic,monocle,59
highborn,upper class,20
regal,crown,15
regal,royal,100
regal,imperial,20
regal,majestic,83
regal,stately,81
regal,dynasty,4
regal,queen,29
regal,kingly,41
regal,purple,25
arithmetic,calculate,15
arithmetic,digit,10
arithmetic,multiplication,37
arithmetic,multiply,4
arizona,cactus,80
arizona,grand canyon,56
arizona,southwest,5
arizona,heat,20
arizona,phoenix,100
arm,elbow,100
arm,weapon,17
arm,weaponry,28
arm,shoulder,33
arm,fight,2
arm,defense,2
arm,protection,2
arm,embrace,40
arm,biceps,100
arm,jacket,15
arm,body part,36
arm,body parts,24
arm,wing,11
arm,sleeve,100
arm,disarm,4
arm,wrist,41
elbow,bend,24
elbow,lean,29
elbow,nudge,15
weapon,firearm,41
weapon,tool,22
weapon,sword,37
weapon,missile,96
weapon,munition,9
weapon,ordnance,24
weapon,shield,31
weapon,knife,5
weapon,armed,100
weapon,armed forces,5
weapon,arrow,3
weapon,projectile,96
weapon,artillery,44
weapon,cannon,44
weapon,nuclear,79
weapon,axe,34
weapon,bazooka,100
weapon,blaster,99
weapon,catapult,4
weapon,colt,4
weapon,revolver,60
weapon,crossbow,100
weapon,crowbar,20
weapon,warrior,15
weapon,dagger,100
weapon,disarm,4
weapon,grenade,64
weapon,rifle,81
weapon,handgun,100
weapon,harpoon,20
weapon,holster,100
weapon,shot,29
weapon,javelin,60
weapon,spear,100
weapon,lance,95
weapon,mace,84
weapon,machete,75
weapon,machine gun,25
weapon,nuke,16
weapon,pike,25
weapon,pistol,96
weapon,pitchfork,59
weapon,spike,49
weapon,saber,44
weapon,shooter,16
weapon,shotgun,44
weapon,sling,21
weapon,slingshot,19
weapon,tomahawk,45
weapon,torpedo,96
weapon,trident,100
weapon,trigger,55
weapon,warfare,4
armada,fleet,100
armada,warship,4
fleet,fast,80
fleet,rapid,21
fleet,quick,20
fleet,truck,41
armchair,chair,56
armchair,furniture,100
armchair,relax,100
armchair,sit,43
armchair,recliner,16
chair,furniture,100
chair,sit,61
chair,table,56
chair,office,39
chair,back,4
chair,porch,4
chair,wooden,20
chair,bench,4
chair,dining room,19
chair,wheelchair,4
