src,tgt,wt
absolutely,not,6
absolutely,positively,5
absolutely,stunning,6
absolutely,surely,2
absolutely,terrible,12
absolutely,totally,37
absolutely,true,9
absolutely,wonderful,5
absolutely,refuse,2
absolutely,undoubtedly,3
absolutely,utterly,10
absolutely,extremely,2
absolutely,undeniably,2
absolutely,perfect,6
absolutely,unbelievable,2
absolutely,at all,4
absolutely,magnificent,2
absolutely,impressive,3
absolutely,fully,2
absolutely,breathtaking,2
absolutely,disgusting,2
absolutely,entirely,11
adjective,beautiful,24
adjective,bright,12
adjective,colorful,46
adjective,creative,2
adjective,describe,2
adjective,describing,3
adjective,description,2
adjective,descriptive,60
adjective,good,2
adjective,red,3
adjective,interesting,3
adjective,warm,3
adjective,calm,2
adjective,deep,2
adjective,vast,2
adjective,bold,5
adjective,emotional,21
adjective,vivid,13
adjective,quality,3
adjective,attribute,2
adjective,emotive,6
adjective,intriguing,2
adjective,qualifying,4
adjective,subjective,3
adjective,bad,2
adjective,meaningful,2
adjective,evocative,3
adjective,intense,2
adjective,characteristic,4
adjective,expressive,2
adjective,qualitative,2
adjective,ad,18
adjective,additional,3
adjective,additive,2
adjective,proper,24
adjective,vocabulary,2
adjective,generic,4
adjective,intrusive,5
adjective,superlative,2
adjective,improper,8
adjective,neuter,2
adjective,singular,2
beginning,fresh,31
beginning,future,9
beginning,morning,2
beginning,start,85
beginning,starting,70
beginning,hopeful,2
beginning,chance,3
beginning,dawn,25
beginning,origin,19
beginning,source,2
beginning,begin,9
beginning,chapter,32
beginning,early,3
beginning,story,2
beginning,anew,47
beginning,at,2
beginning,creation,33
beginning,basis,5
beginning,beg,9
beginning,big bang,3
beginning,draft,6
beginning,born,9
beginning,introduction,33
beginning,conception,2
beginning,reset,2
beginning,creating,4
beginning,genesis,65
beginning,debut,7
beginning,each,2
beginning,embark,4
beginning,forth,2
beginning,freshman,5
beginning,leading,3
beginning,novice,2
beginning,initiate,3
beginning,once,2
beginning,onset,38
beginning,opener,3
beginning,originate,24
beginning,revival,3
beginning,taking,2
beginning,rebirth,4
freedom,democracy,91
freedom,independence,99
freedom,liberty,100
freedom,equality,24
freedom,self-determination,15
freedom,autonomy,62
freedom,human rights,4
freedom,individuality,5
freedom,self,4
freedom,self-expression,2
freedom,expression,2
freedom,restrict,3
freedom,american,30
freedom,defend,8
freedom,lifestyle,3
freedom,revolution,22
freedom,revolutionary,61
freedom,bike,3
freedom,break,2
freedom,flag,4
freedom,youth,3
freedom,wild,3
freedom,resistance,3
freedom,wander,2
freedom,citizen,31
freedom,union,3
freedom,allow,4
freedom,allowance,2
freedom,allowed,2
freedom,free,5
freedom,restricted,24
freedom,america,73
freedom,usa,55
freedom,anarchist,63
freedom,anarchy,28
freedom,liberal,58
freedom,radical,5
freedom,rebel,45
freedom,rebellion,5
freedom,civil,5
freedom,public,2
freedom,handcuff,2
freedom,bohemian,3
freedom,independent,85
freedom,escape,61
freedom,principle,8
freedom,axis,2
freedom,bachelor,3
freedom,bail,5
freedom,equity,2
freedom,relief,2
freedom,exile,3
freedom,banned,4
freedom,censor,16
freedom,censorship,34
freedom,restriction,22
freedom,barefoot,2
freedom,cage,3
freedom,ownership,2
freedom,bicycle,2
freedom,cycling,2
freedom,motorcycle,5
freedom,gay,3
freedom,gypsy,2
freedom,hippie,3
freedom,slave,18
freedom,slavery,6
freedom,bound,4
freedom,limitation,5
freedom,carefree,9
freedom,rebellious,6
freedom,citizenship,6
freedom,constitution,35
freedom,democratic,57
freedom,runaway,4
freedom,mobility,54
freedom,declare,7
freedom,republic,58
freedom,release,45
freedom,let go,38
freedom,soar,13
freedom,exodus,31
freedom,limitless,5
freedom,patriotism,37
freedom,spontaneous,5
freedom,weightless,14
freedom,freely,19
freedom,salvation,10
freedom,granted,4
freedom,nomad,5
freedom,hippy,4
freedom,homeland,10
freedom,sovereign,13
freedom,unlock,2
freedom,lawless,14
freedom,legality,3
freedom,loose,2
freedom,moses,3
freedom,scooter,2
freedom,patriot,57
freedom,patriotic,63
freedom,passover,21
freedom,restrictive,7
freedom,renegade,7
freedom,robin hood,2
freedom,run away,4
freedom,soaring,2
freedom,spontaneity,31
freedom,u,2
freedom,steed,2
freedom,tenet,5
freedom,untie,10
freedom,yankee,2
good,bad,4
good,buy,8
good,commerce,10
good,commercial,5
good,commodity,6
good,food,2
good,happiness,11
good,item,5
good,joyful,4
good,kind,6
good,market,18
good,merchandise,6
good,morning,4
good,nice,10
good,pleasant,6
good,pleasure,2
good,product,23
good,retail,6
good,sale,2
good,sell,5
good,shop,4
good,shopping,11
good,store,22
good,trade,4
good,well,2
good,better,36
good,evil,3
good,great,2
good,joy,2
good,helpful,6
good,coffee,3
good,sunshine,2
good,friendly,3
good,quality,15
good,mall,2
good,supply,4
good,satisfaction,2
good,smiling,2
good,purchase,2
good,consumer,2
good,not,3
good,positively,46
good,plenty,7
good,accept,5
good,approve,6
good,goodbye,7
good,okay,42
good,acceptable,28
good,fair,2
good,suitable,16
good,approval,10
good,accepted,14
good,valid,4
good,satisfied,2
good,correct,14
good,smell,5
good,behave,3
good,hopefully,3
good,really,40
good,truly,2
good,hello,2
good,plus,16
good,proficient,2
good,adequate,5
good,enough,35
good,just,6
good,satisfactory,28
good,sufficient,6
good,fine,9
good,worthy,14
good,adverb,5
good,best,11
good,positivity,3
good,affirmative,11
good,hi,3
good,polite,4
good,look,10
good,mean,2
good,most,3
good,nearly,3
good,very,34
good,too,13
good,used,2
good,alright,93
good,always,2
good,ample,7
good,evaluate,20
good,condition,2
good,inherent,4
good,greeting,2
good,manner,2
good,aright,40
good,wrong,2
good,as well,9
good,rate,4
good,righteous,3
good,inventory,2
good,ideal,6
good,trait,6
good,barter,14
good,bazaar,10
good,be,11
good,so,4
good,beneficial,6
good,excellent,16
good,vendor,3
good,cargo,14
good,reputation,2
good,bravo,4
good,warehouse,2
good,freight,6
good,memorable,3
good,luck,13
good,pure,8
good,virtue,4
good,virtuous,2
good,cheery,2
good,it,14
good,cholesterol,2
good,easy,2
good,simply,5
good,fortunate,4
good,lucky,5
good,greet,3
good,sin,3
good,greater,21
good,le,3
good,feedback,2
good,perfect,6
good,obedient,21
good,congratulate,2
good,praise,11
good,contraband,9
good,oh,10
good,dandy,3
good,decent,30
good,deem,2
good,intention,2
good,deserve,8
good,deserving,13
good,rewarding,3
good,doing,2
good,do well,40
good,yeah,45
good,highly,3
good,worth,8
good,grade,2
good,someday,2
good,exemplary,6
good,tasty,4
good,manufacture,3
good,for sale,2
good,friday,2
good,g,5
good,posture,2
good,generally,3
good,mostly,9
good,got,4
good,tip,2
good,least,3
good,howdy,8
good,saying,3
good,impress,6
good,inferior,2
good,lesser,9
good,pro,3
good,manufacturer,3
good,karma,6
good,lorry,3
good,mediocre,2
good,niceness,2
good,nog,6
good,palatable,6
good,prod,3
good,rather,2
good,worthwhile,10
good,somewhat,3
good,such,9
good,viable,2
good,wholly,3
impossible,cant,8
impossible,challenge,8
impossible,difficult,55
impossible,difficulty,4
impossible,hard,7
impossible,infeasible,5
impossible,unattainable,19
impossible,unbelievable,66
impossible,unlikely,31
impossible,unrealistic,61
impossible,hopeless,39
impossible,unable,2
impossible,challenging,9
impossible,despairing,3
impossible,futile,2
impossible,impractical,6
impossible,obstacle,3
impossible,defeat,2
impossible,situation,2
impossible,incredible,9
impossible,totally,2
impossible,surreal,2
impossible,absurd,4
impossible,irrational,4
impossible,ridiculous,5
impossible,unreasonable,2
impossible,beyond,8
impossible,astound,3
impossible,astounding,2
impossible,hardly,2
impossible,entirely,3
impossible,contradict,2
impossible,daunting,2
impossible,inability,2
impossible,unreal,40
impossible,wonderland,4
impossible,improbable,59
impossible,indefinite,2
impossible,uncontrollable,4
impossible,mission,13
impossible,outlandish,8
neutrality,impartial,19
path,dirt,2
path,forest,39
path,road,95
path,trail,44
path,walk,50
path,destination,13
path,direction,4
path,hike,6
path,journey,40
path,nature,11
path,way,71
path,wilderness,5
path,hiking,3
path,adventure,8
path,through,14
path,guidance,4
path,seek,13
path,guide,9
path,following,2
path,wander,2
path,aisle,5
path,narrow,8
path,passage,19
path,walking,19
path,walkway,71
path,alley,2
path,along,38
path,alongside,12
path,lane,12
path,amble,3
path,meander,39
path,park,3
path,stroll,18
path,curve,2
path,sidewalk,3
path,step,3
path,straight,66
path,track,4
path,crossing,2
path,roadway,3
path,misguided,2
path,career,2
path,tread,18
path,winding,40
path,fate,3
path,follow,28
path,navigate,3
path,direct,3
path,pedestrian,5
path,slash,5
path,destiny,6
path,route,10
path,deviate,5
path,directed,8
path,parallel,3
path,finding,2
path,trace,12
path,footpath,45
path,pathway,8
path,footprint,7
path,portal,2
path,guiding,39
path,par,3
path,parkway,3
path,walker,37
path,seeking,11
path,stairway,2
path,traverse,34
path,turn away,2
relate,associate,11
relate,connect,51
relate,connection,42
relate,conversation,9
relate,emotion,22
relate,memory,10
relate,communication,23
relate,relationship,4
relate,associated,5
relate,bond,6
relate,communicate,8
relate,empathize,54
relate,interact,2
relate,link,27
relate,interaction,4
relate,reference,2
relate,tie,2
relate,story,2
relate,similarity,2
relate,belong,2
relate,closely,3
relate,sympathize,20
space,astronaut,68
space,blank,4
space,cosmos,39
space,galaxy,55
space,infinite,8
space,moon,4
space,planet,43
space,rocket,74
space,room,2
space,star,16
space,vacuum,15
space,blackness,2
space,voyage,3
space,satellite,73
space,celestial,34
space,expanse,23
space,darkness,3
space,orbit,74
space,constellation,9
space,astronomy,31
space,black hole,73
space,common,12
space,open,4
space,echo,2
space,beyond,8
space,adjacent,4
space,proximity,2
space,break,3
space,discovery,2
space,afar,2
space,distant,4
space,far,7
space,narrow,3
space,shelf,11
space,alien,29
space,extraterrestrial,78
space,outer,99
space,spaceship,13
space,position,12
space,there,4
space,omega,12
space,sacred,4
space,between,54
space,surround,13
space,within,13
space,ample,23
space,storage,9
space,volume,21
space,corner,3
space,public,16
space,everywhere,7
space,here,2
space,apart,7
space,living,7
space,separate,8
space,launch,91
space,matter,8
space,fitting,2
space,apt,11
space,flat,4
space,area,35
space,square,2
space,safe,2
space,asteroid,96
space,attic,3
space,available,5
space,reserved,16
space,shuttle,28
space,isolate,5
space,enclosed,5
space,colony,7
space,full,11
space,stretch,2
space,lunar,34
space,gap,59
space,endless,19
space,frontier,4
space,gigantic,2
space,big bang,17
space,telescope,47
space,zoom,3
space,blaster,4
space,filled,6
space,interior,3
space,bound,3
space,limited,7
space,territory,6
space,boundary,2
space,divider,6
space,separation,19
space,colon,2
space,breadth,8
space,width,2
space,expansive,5
space,wide,13
space,tab,27
space,fill,4
space,rover,59
space,warehouse,4
space,filling,7
space,crater,8
space,saturn,7
space,capsule,79
space,pod,6
space,confined,22
space,padding,2
space,hollow,9
space,cosmic,50
space,reserve,4
space,claustrophobia,2
space,tidy,5
space,farther,6
space,closet,2
space,set,3
space,join,2
space,comet,74
space,meteor,78
space,zone,3
space,compact,5
space,private,3
space,cosine,2
space,vector,3
space,cramped,2
space,cranny,2
space,tangent,7
space,den,2
space,density,8
space,indent,73
space,science fiction,47
space,dome,2
space,imaginary,2
space,parking,22
space,dwell,5
space,inner,5
space,expand,16
space,extend,5
space,eon,2
space,epoch,8
space,nowhere,3
space,lease,2
space,external,14
space,filler,8
space,finite,2
space,sling,6
space,gal,20
space,garage,4
space,portal,4
space,staring,5
space,pubic,3
space,glob,2
space,goon,2
space,hawking,5
space,temporary,7
space,holder,7
space,in time,3
space,occupy,36
space,interval,7
space,invader,8
space,probe,50
space,outward,3
space,jupiter,42
space,mar,27
space,linger,6
space,light year,49
space,limbo,3
space,loft,35
space,vacant,2
space,magnitude,2
space,margin,31
space,meteorite,80
space,milky way,43
space,mission,36
space,mote,25
space,nasa,96
space,nebula,53
space,nebulous,5
space,occupied,15
space,orb,31
space,solar system,16
space,plasma,2
space,pluto,40
space,premise,13
space,prolong,2
space,relativity,31
space,remaining,3
space,roommate,22
space,s,2
space,scope,2
space,setback,4
space,situate,2
space,space shuttle,8
space,spare,3
space,spock,6
space,stellar,39
space,surrounding,10
space,ufo,5
space,ultra,10
space,universal,5
space,uranus,9
space,vacancy,2
space,venus,2
space,warp,44
space,zenith,2
total,amount,48
total,complete,5
total,count,44
total,summarize,2
total,percentage,2
total,entire,17
total,add,19
total,all,6
total,whole,28
total,figure,2
total,calculate,2
total,completely,9
total,accumulate,10
total,quantity,3
total,fully,17
total,full,13
total,entirely,7
total,comprehensive,3
total,invoice,4
total,tot,45
total,wholly,3
truth,clarity,2
truth,fact,66
truth,honesty,94
truth,lie,11
truth,reality,79
truth,wisdom,2
truth,evidence,26
truth,fairness,5
truth,integrity,12
truth,justice,4
truth,revelation,34
truth,sincerity,30
truth,belief,4
truth,authenticity,2
truth,conviction,2
truth,factual,54
truth,principle,14
truth,exactly,6
truth,true,6
truth,philosophy,15
truth,logic,4
truth,logical,4
truth,accuracy,19
truth,correctness,10
truth,accurate,26
truth,admit,3
truth,actual,19
truth,real,41
truth,realistic,2
truth,actually,16
truth,honest,43
truth,honestly,60
truth,indeed,45
truth,confess,7
truth,confession,18
truth,tell,48
truth,scandal,4
truth,affirm,3
truth,alibi,2
truth,exist,8
truth,existence,7
truth,existing,3
truth,obvious,5
truth,reveal,61
truth,moral,2
truth,journalism,10
truth,verify,11
truth,assert,7
truth,prove,5
truth,righteous,5
truth,certain,6
truth,certainty,3
truth,authentic,9
truth,genuine,2
truth,knowing,4
truth,axiom,58
truth,believable,3
truth,believing,3
truth,candid,2
truth,investigation,3
truth,definite,3
truth,purity,2
truth,evident,2
truth,propaganda,3
truth,info,2
truth,contradict,20
truth,contradictory,7
truth,contrary,3
truth,investigate,7
truth,swear,2
truth,debunk,21
truth,expose,15
truth,libel,4
truth,realization,2
truth,disclose,16
truth,uncover,19
truth,discovered,2
truth,enlighten,13
truth,essence,6
truth,testimony,68
truth,in fact,17
truth,informed,2
truth,predicate,14
truth,proven,15
truth,proverb,3
truth,pseudoscience,2
truth,realist,10
truth,told,21
truth,seeker,2
truth,telling,33
truth,testify,38
truth,witness,4
truth,unveil,25
unconditional,acceptance,60
unconditional,compassion,5
unconditional,kindness,2
unconditional,promise,12
unconditional,support,4
unconditional,surrender,3
unconditional,forgiveness,6
unconditional,sacrifice,2
amazing,astounding,58
amazing,awesome,83
amazing,beautiful,28
amazing,breathtaking,15
amazing,exciting,4
amazing,fantastic,61
amazing,feeling,2
amazing,great,28
amazing,incredible,86
amazing,inspiring,3
amazing,wonder,17
amazing,wonderful,60
amazing,wow,81
amazing,astonishing,63
amazing,awe-inspiring,2
amazing,impressive,34
amazing,beauty,5
amazing,stunning,9
amazing,unbelievable,51
amazing,brilliant,3
amazing,magnificent,4
amazing,marvelous,44
amazing,happiness,2
amazing,surprising,27
amazing,astonish,39
amazing,awe,7
amazing,fabulous,39
amazing,surprise,2
amazing,remarkable,17
amazing,totally,2
amazing,admire,6
amazing,really,16
amazing,best,3
amazing,very,5
amazing,amaze,10
amazing,astound,58
amazing,ideal,3
amazing,miracle,3
amazing,shocking,3
amazing,stupendous,16
amazing,superb,49
amazing,excellent,12
amazing,extremely,11
amazing,oh,2
amazing,special,5
amazing,exceptional,35
amazing,highly,9
amazing,extraordinary,31
amazing,outstanding,4
amazing,feat,4
amazing,ultimate,19
amazing,splendid,4
amazing,greatest,9
amazing,superlative,2
amazing,impress,25
amazing,wondrous,12
amazing,spectacular,3
amazing,terrific,46
beautiful,bright,5
beautiful,colorful,18
beautiful,elegant,3
beautiful,glamorous,7
beautiful,gorgeous,12
beautiful,landscape,7
beautiful,lovely,15
beautiful,nature,7
beautiful,picturesque,4
beautiful,scenery,4
beautiful,serene,13
beautiful,stunning,56
beautiful,sunny,3
beautiful,sunrise,2
beautiful,sunset,35
beautiful,sunshine,18
beautiful,vibrant,5
beautiful,light,3
beautiful,charming,5
beautiful,garden,5
beautiful,radiant,12
beautiful,breathtaking,5
beautiful,beach,2
beautiful,breeze,2
beautiful,rose,3
beautiful,enchanting,2
beautiful,peaceful,2
beautiful,attractive,36
beautiful,happiness,3
beautiful,romantic,2
beautiful,fantastic,25
beautiful,great,2
beautiful,wonderful,69
beautiful,fair,4
beautiful,pleasant,4
beautiful,pleasing,10
beautiful,admire,32
beautiful,really,8
beautiful,truly,8
beautiful,describe,5
beautiful,description,7
beautiful,descriptive,5
beautiful,fine,3
beautiful,admirable,19
beautiful,impressive,35
beautiful,inspiring,10
beautiful,remarkable,3
beautiful,appreciate,2
beautiful,adorable,3
beautiful,adored,2
beautiful,jewel,3
beautiful,shining,2
beautiful,petal,2
beautiful,look,16
beautiful,image,2
beautiful,charm,2
beautiful,very,2
beautiful,nice,15
beautiful,astound,3
beautiful,wow,13
beautiful,astounding,3
beautiful,awesome,3
beautiful,gemstone,2
beautiful,precious,2
beautiful,rainbow,18
beautiful,heavenly,8
beautiful,angelic,16
beautiful,princess,8
beautiful,lily,2
beautiful,fragrant,2
beautiful,appealing,21
beautiful,desirable,28
beautiful,delightful,20
beautiful,hair,2
beautiful,bouquet,2
beautiful,floral,2
beautiful,artistic,2
beautiful,brilliant,2
beautiful,ideal,20
beautiful,astonishing,4
beautiful,magnificent,6
beautiful,marvelous,16
beautiful,stun,4
beautiful,outlook,2
beautiful,feminine,4
beautiful,awe,8
beautiful,inspirational,10
beautiful,majestic,5
beautiful,superb,9
beautiful,b,18
beautiful,butterfly,7
beautiful,babe,3
beautiful,blonde,3
beautiful,wallpaper,3
beautiful,intricate,4
beautiful,vista,4
beautiful,glowing,3
beautiful,lass,3
beautiful,rolling,4
beautiful,sparkling,2
beautiful,be,9
beautiful,belle,23
beautiful,curvy,5
beautiful,songbird,2
beautiful,queen,5
beautiful,diamond,3
beautiful,blond,4
beautiful,blushing,2
beautiful,flowery,12
beautiful,porcelain,4
beautiful,scenic,43
beautiful,brunette,9
beautiful,poppy,4
beautiful,buttercup,2
beautiful,delicate,3
beautiful,grand,3
beautiful,enjoyable,2
beautiful,turquoise,4
beautiful,chic,2
beautiful,fancy,9
beautiful,stylish,4
beautiful,simply,3
beautiful,perfect,22
beautiful,impression,7
beautiful,perfection,3
beautiful,sexy,9
beautiful,dainty,10
beautiful,lady,13
beautiful,madam,2
beautiful,good-looking,32
beautiful,darling,14
beautiful,decorative,4
beautiful,ornate,7
beautiful,fawn,3
beautiful,delight,2
beautiful,poetic,2
beautiful,special,2
beautiful,overlook,3
beautiful,exceptional,7
beautiful,diva,2
beautiful,dreamy,8
beautiful,especial,3
beautiful,highly,4
beautiful,glorious,8
beautiful,outstanding,2
beautiful,exquisite,12
beautiful,lipstick,2
beautiful,fabulous,15
beautiful,fascinating,2
beautiful,finch,2
beautiful,flattering,12
beautiful,flawless,17
beautiful,mustang,16
beautiful,splendid,34
beautiful,gracious,16
beautiful,marble,3
beautiful,maid,2
beautiful,hummingbird,2
beautiful,pristine,4
beautiful,impress,7
beautiful,ladybird,4
beautiful,lovable,2
beautiful,luscious,2
beautiful,melodious,16
beautiful,mane,10
beautiful,wondrous,33
beautiful,mesmerize,2
beautiful,mockingbird,12
beautiful,naturally,10
beautiful,nightingale,3
beautiful,panorama,5
beautiful,peacock,15
beautiful,quite,2
beautiful,rhapsody,2
beautiful,sonata,7
beautiful,spectacular,12
beautiful,sublime,7
beautiful,such,5
beautiful,swoon,2
beautiful,utopia,3
beautiful,voluptuous,2
beautiful,womanly,7
believe,have,2
believe,doubt,11
believe,confidence,9
believe,conviction,5
believe,certainly,3
believe,surely,11
believe,hopefully,3
believe,indeed,17
believe,truly,3
believe,opinion,2
believe,affirm,22
believe,consider,2
believe,expect,5
believe,seem,3
believe,convince,3
believe,assert,3
believe,confident,11
believe,suppose,16
believe,assure,2
believe,certain,3
believe,hardly,4
believe,be,4
believe,trusting,2
believe,perhaps,5
believe,contrary,14
believe,convinced,20
believe,count on,8
believe,rely,5
believe,deem,12
believe,discredit,5
believe,doubtless,7
believe,for sure,2
believe,perceive,4
believe,optimist,2
believe,presume,41
believe,reckon,24
believe,seriously,2
believe,supposed,13
believe,though,7
cant,never,2
cant,do,2
cant,unsure,2
cant,barely,6
cant,hardly,3
cant,unable,38
cant,wanted,2
cant,disbelieve,3
cant,indecisive,3
certainly,agree,3
certainly,certain,2
certainly,confidence,3
certainly,definitely,56
certainly,hopeful,3
certainly,likely,9
certainly,maybe,3
certainly,possibly,4
certainly,probably,5
certainly,surely,22
certainly,true,8
certainly,undoubtedly,24
certainly,confidently,5
certainly,assuredly,5
certainly,perhaps,2
certainly,confident,7
certainly,of course,51
certainly,possible,2
certainly,indeed,14
certainly,obviously,4
certainly,may,2
certainly,optimistic,2
certainly,actually,3
certainly,doubtless,8
certainly,for sure,10
certainly,in fact,2
completely,alone,5
completely,entirely,74
completely,false,4
completely,finish,2
completely,finished,23
completely,fully,42
completely,perfect,2
completely,perfectly,5
completely,random,3
completely,totally,69
completely,unfinished,2
completely,utterly,31
completely,wrong,2
completely,incomplete,3
completely,done,4
completely,ended,2
completely,whole,3
completely,over,4
completely,full,5
completely,wholly,81
completely,almost,5
completely,partially,4
definitely,agree,4
definitely,answer,11
definitely,certain,19
definitely,maybe,2
definitely,must,2
definitely,no doubt,3
definitely,probably,2
definitely,true,14
definitely,undoubtedly,6
definitely,will,4
definitely,confident,6
definitely,confidently,6
definitely,decision,4
definitely,determined,2
definitely,affirmative,5
definitely,do,3
definitely,assuredly,4
definitely,confirmed,3
definitely,of course,23
definitely,surely,49
definitely,positively,3
definitely,obviously,2
definitely,actually,12
definitely,doubtless,3
definitely,yeah,4
definitely,for sure,33
definitely,in fact,2
exactly,accuracy,10
exactly,accurate,22
exactly,answer,25
exactly,correct,13
exactly,detail,29
exactly,exact,6
exactly,precise,65
exactly,precision,4
exactly,solution,4
exactly,specific,24
exactly,specificity,3
exactly,correctness,2
exactly,question,7
exactly,measure,15
exactly,clear,3
exactly,definition,2
exactly,measurable,2
exactly,justice,2
exactly,detailed,3
exactly,certain,2
exactly,actually,2
fantastic,adventure,3
fantastic,beauty,6
fantastic,colorful,3
fantastic,creativity,10
fantastic,exciting,3
fantastic,great,25
fantastic,imagination,15
fantastic,incredible,20
fantastic,magic,11
fantastic,magical,2
fantastic,magnificent,2
fantastic,marvelous,23
fantastic,unbelievable,2
fantastic,wonderful,28
fantastic,breathtaking,3
fantastic,excellent,6
fantastic,remarkable,4
fantastic,wondrous,5
fantastic,brilliant,3
fantastic,awesome,31
fantastic,wonder,4
fantastic,thrilling,2
fantastic,impressive,2
fantastic,superb,36
fantastic,wow,12
fantastic,terrific,49
fantastic,enchanting,2
fantastic,really,3
fantastic,best,4
fantastic,astound,6
fantastic,astounding,7
fantastic,ideal,2
fantastic,astonishing,3
fantastic,stupendous,2
fantastic,extremely,3
fantastic,imaginative,2
fantastic,exceptional,8
fantastic,highly,2
fantastic,fabulous,9
fantastic,unreal,2
fantastic,ultimate,3
fantastic,greatest,3
fantastic,unrealistic,3
fantastic,outlandish,16
great,awesome,35
great,bad,2
great,expanse,8
great,grand,2
great,greatness,2
great,huge,8
great,large,16
great,mountain,3
great,vast,4
great,wonderful,17
great,excellent,29
great,magnificent,8
great,impressive,17
great,beach,2
great,deep,4
great,expansive,2
great,salt,2
great,sandy,4
great,vastness,4
great,incredible,2
great,superb,38
great,terrific,55
great,accept,2
great,okay,25
great,thank,2
great,accepted,5
great,really,28
great,enough,4
great,best,9
great,most,9
great,very,62
great,alright,8
great,astound,2
great,wow,23
great,astounding,3
great,ample,10
great,ideal,26
great,astonishing,2
great,marvelous,4
great,stupendous,3
great,better,3
great,giant,2
great,enormous,15
great,bigger,18
great,larger,5
great,billion,3
great,million,8
great,extremely,4
great,broad,2
great,massive,5
great,enjoyable,2
great,superior,2
great,perfect,7
great,copious,2
great,dandy,4
great,exceptional,15
great,do well,2
great,yeah,13
great,mighty,3
great,highly,10
great,outstanding,3
great,exemplary,4
great,extensive,3
great,fabulous,4
great,feat,4
great,ultimate,8
great,g,5
great,gig,2
great,least,2
great,superlative,9
great,impress,15
great,largely,2
great,lofty,2
great,max,4
great,maximum,3
great,maxim,3
great,such,4
important,crucial,24
important,decision,9
important,essential,15
important,key,15
important,matter,29
important,meaningful,6
important,message,7
important,priority,61
important,relevance,2
important,significance,18
important,significant,43
important,task,3
important,urgent,27
important,valuable,12
important,must,3
important,responsibility,2
important,role,2
important,vital,21
important,critical,36
important,necessary,81
important,impact,2
important,worth,5
important,notice,9
important,necessity,9
important,worthwhile,7
important,save,2
important,detail,3
important,main,11
important,notable,22
important,really,4
important,more,2
important,feature,5
important,useful,18
important,quality,4
important,historical,3
important,most,9
important,nearly,2
important,very,27
important,prior,14
important,relevant,31
important,mandatory,5
important,required,12
important,extremely,6
important,brief,3
important,introduction,2
important,weighty,12
important,bulletin,2
important,memorable,5
important,difference,2
important,particular,5
important,major,5
important,minor,4
important,clearly,2
important,closely,4
important,serious,28
important,greater,5
important,deadline,3
important,concerning,4
important,include,12
important,needed,26
important,immediate,12
important,special,8
important,prominent,27
important,emphasis,8
important,emphasize,5
important,emphatic,4
important,especial,18
important,especially,91
important,highly,31
important,least,2
important,leading,9
important,valor,2
important,keeping,3
important,i,2
important,imp,49
important,included,2
important,influential,4
important,pressing,5
important,reminder,4
important,minimum,3
important,maxim,2
important,noticeable,5
important,punctual,2
important,pertinent,67
important,primary,3
important,prime,4
important,principal,2
important,timely,23
important,valued,8
important,salient,25
important,secondary,3
important,seriously,32
incredible,amazed,3
incredible,awesome,43
incredible,exciting,3
incredible,magic,4
incredible,marvelous,12
incredible,mind-blowing,8
incredible,unbelievable,38
incredible,wonderful,8
incredible,astounding,58
incredible,astonishing,64
incredible,breathtaking,11
incredible,fascinating,2
incredible,remarkable,14
incredible,stunning,5
incredible,surprising,3
incredible,wow,50
incredible,impressive,2
incredible,miraculous,4
incredible,extraordinary,29
incredible,inspiring,2
incredible,really,3
incredible,amaze,20
incredible,astonish,37
incredible,astound,48
incredible,miracle,4
incredible,stupendous,21
incredible,superb,11
incredible,extremely,2
incredible,disbelieve,8
incredible,exceptional,14
incredible,highly,3
incredible,fabulous,21
incredible,ultimate,8
incredible,greatest,8
incredible,impress,8
incredible,wondrous,4
incredible,terrific,6
must,decision,9
must,force,2
must,have,24
must,make,3
must,might,2
must,necessity,17
must,need,51
must,obligation,32
must,rule,2
must,want,9
must,will,4
must,necessary,10
must,duty,8
must,compulsion,4
must,require,2
must,may,3
must,compulsory,4
must,do,3
must,required,5
must,way,2
must,mandatory,4
must,musty,2
must,compelled,9
must,obligatory,5
must,needed,2
necessary,compulsory,34
necessary,crucial,7
necessary,essential,29
necessary,practical,2
necessary,required,34
necessary,urgent,3
necessary,useful,11
necessary,vital,12
necessary,indispensable,10
necessary,mandatory,12
necessary,need,3
necessary,needed,11
necessary,needful,2
necessary,critical,8
necessary,helpful,4
necessary,imperative,7
necessary,obligation,3
necessary,obligatory,26
necessary,basic,2
necessary,additional,5
necessary,sufficient,3
necessary,unavoidable,19
necessary,include,5
necessary,immediate,10
necessary,ensure,2
necessary,especially,3
necessary,pertinent,2
necessary,timely,3
never,again,2
never,always,11
never,endless,2
never,ever,8
never,forever,7
never,forgetting,3
never,forgot,4
never,lost,3
never,memory,4
never,nevermore,3
never,not,20
never,regret,18
never,sometimes,3
never,wont,2
never,care,2
never,finish,2
never,remember,2
never,future,7
never,maybe,2
never,negation,13
never,rarely,2
never,n,4
never,non,8
never,once,5
not,false,30
not,however,2
not,negation,80
not,opposite,18
not,bad,3
not,but,25
not,nay,8
not,yet,44
not,maybe,2
not,unimportant,3
not,nod,3
not,other,4
not,do,18
not,have,3
not,actually,3
not,really,2
not,just,3
not,disagree,2
not,allowed,4
not,almost,41
not,nearly,3
not,ha,3
not,too,9
not,otherwise,16
not,anyway,4
not,regardless,3
not,invisible,2
not,are,4
not,fully,5
